GO_id,term,namespace,n_annotated,n_background,mean_c_ann,mean_c_all,rank_biserial,U_stat,p_two,direction,p_fdr,neg_log10_fdr,neg_log10_p
GO:0019752,carboxylic acid metabolic process,biological_process,299,6011,0.8273083761538461,0.7244528781452337,0.3933337549066449,1189829.0,1.6129642116110758e-30,high_c,2.8001058713568274e-27,26.552825547773203,29.792375268613675
GO:0002181,cytoplasmic translation,biological_process,131,6011,0.866620996870229,0.7244528781452337,0.5511242665004934,597400.0,3.260284297481694e-27,high_c,2.8299267702141105e-24,23.54822480253345,26.48674452770994
GO:0006412,translation,biological_process,260,6011,0.8258404257307693,0.7244528781452337,0.3784679587496489,1030584.0,4.741776655909133e-25,high_c,1.8626687576959494e-22,21.72986436973888,24.324058905733313
GO:0044283,small molecule biosynthetic process,biological_process,276,6011,0.8199033754347826,0.7244528781452337,0.3676749680957254,1082419.0,4.98578026274794e-25,high_c,1.8626687576959494e-22,21.72986436973888,24.302266865980453
GO:0003735,structural constituent of ribosome,molecular_function,209,6011,0.8366687751674642,0.7244528781452337,0.4197859507280941,860829.0,5.364829371244094e-25,high_c,1.8626687576959494e-22,21.72986436973888,24.270444086243334
GO:0044391,ribosomal subunit,cellular_component,216,6011,0.8349471041666666,0.7244528781452337,0.4102898411785383,882644.0,1.1350792391936905e-24,high_c,3.284162598733744e-22,21.4835753491212,23.944973819578028
GO:0005840,ribosome,cellular_component,202,6011,0.8341387288613861,0.7244528781452337,0.4178408717098254,831860.0,4.945474459918347e-24,high_c,1.22647766605975e-21,20.911340355810896,23.30579203663711
GO:0005618,cell wall,cellular_component,129,6011,0.8577331553488371,0.7244528781452337,0.5013930293181932,569612.0,1.7334546222809961e-22,high_c,3.343641360310899e-20,19.475780311254205,21.76108752265535
GO:0030312,external encapsulating structure,cellular_component,130,6011,0.8574328718461537,0.7244528781452337,0.4997004695695395,573283.0,1.668883531525376e-22,high_c,3.343641360310899e-20,19.475780311254205,21.7775739709186
GO:0009277,fungal-type cell wall,cellular_component,127,6011,0.8579416097637795,0.7244528781452337,0.5024087743620762,561351.0,2.966753620329164e-22,high_c,5.150284284891429e-20,19.288168798152572,21.527718518993048
GO:0022625,cytosolic large ribosomal subunit,cellular_component,75,6011,0.8876355510666667,0.7244528781452337,0.6355256064690027,364068.0,2.7347457739454447e-21,high_c,4.3159260577902653e-19,18.36492600443601,20.563083040118258
GO:0006520,amino acid metabolic process,biological_process,200,6011,0.8288124515000002,0.7244528781452337,0.38618998451213216,805515.0,1.402007281912076e-20,high_c,2.0282372011661365e-18,17.69288125588035,19.8532497306732
GO:0005975,carbohydrate metabolic process,biological_process,192,6011,0.8199744064583333,0.7244528781452337,0.3809073724007561,771408.0,2.3877885026863606e-19,high_c,3.188616031279632e-17,16.49639777474773,18.622004143281366
GO:0016491,oxidoreductase activity,molecular_function,300,6011,0.8058096626666666,0.7244528781452337,0.3017743535866457,1115165.0,1.1076672473074672e-18,high_c,1.3735073866612594e-16,15.86216900062085,17.955590685783086
GO:1901605,alpha-amino acid metabolic process,biological_process,136,6011,0.8418203138970588,0.7244528781452337,0.43664080100125147,573938.0,2.8162037701120294e-18,high_c,3.2592864966096553e-16,15.486877462662207,17.550335924446998
GO:0015934,large ribosomal subunit,cellular_component,123,6011,0.8450353568292683,0.7244528781452337,0.45161165606221276,525646.0,9.066301352690454e-18,high_c,9.836936967669143e-16,15.00714011143919,17.04256984962374
GO:0170039,proteinogenic amino acid metabolic process,biological_process,128,6011,0.843100519765625,0.7244528781452337,0.441802651708312,542856.0,1.0890774228685491e-17,high_c,1.112140238882236e-15,14.953840445548442,16.96294124501064
GO:0170033,L-amino acid metabolic process,biological_process,124,6011,0.8421244237096774,0.7244528781452337,0.4376510298799432,524734.0,6.662532151410085e-17,high_c,6.425642119359948e-15,14.192083466446396,16.176360682183564
GO:0006090,pyruvate metabolic process,biological_process,39,6011,0.9054126556410258,0.7244528781452337,0.724122829615127,200781.0,5.882609690663032e-15,high_c,5.374847591047906e-13,12.269633846073813,14.230429965961457
GO:0000324,fungal-type vacuole,cellular_component,272,6011,0.8004458674632353,0.7244528781452337,0.2779934503859045,997479.0,8.582478361812553e-15,high_c,7.094848779098377e-13,12.149056856739701,14.066387282846256
GO:0000322,storage vacuole,cellular_component,272,6011,0.8004458674632353,0.7244528781452337,0.2779934503859045,997479.0,8.582478361812553e-15,high_c,7.094848779098377e-13,12.149056856739701,14.066387282846256
GO:0008652,amino acid biosynthetic process,biological_process,96,6011,0.8467086047916667,0.7244528781452337,0.46004156100309945,414535.0,9.641552283923394e-15,high_c,7.608061256768641e-13,12.11872599930809,14.015853039326357
GO:0000323,lytic vacuole,cellular_component,273,6011,0.8000301723443224,0.7244528781452337,0.2759637249006368,999382.0,1.2051465303104737e-14,high_c,9.096236420082533e-13,12.041138260435217,13.918960145258096
GO:1901607,alpha-amino acid biosynthetic process,biological_process,93,6011,0.8472820641935483,0.7244528781452337,0.46114460348781017,402088.0,2.1362532320167975e-14,high_c,1.545223171158817e-12,11.811008788081603,13.67034726721047
GO:0044282,small molecule catabolic process,biological_process,140,6011,0.8270966252142857,0.7244528781452337,0.37615397717594967,565558.0,2.578294211179093e-14,high_c,1.7215072117718866e-12,11.764091153600507,13.588667526470163
GO:0072521,purine-containing compound metabolic process,biological_process,156,6011,0.8188910713461539,0.7244528781452337,0.3568897939521338,619678.0,2.5524186105871708e-14,high_c,1.7215072117718866e-12,11.764091153600507,13.593048097443376
GO:0170038,proteinogenic amino acid biosynthetic process,biological_process,90,6011,0.8473375194444442,0.7244528781452337,0.46236183827806854,389639.0,4.712997360365846e-14,high_c,3.030282747257448e-12,11.51851684679649,13.326702803477977
GO:0016053,organic acid biosynthetic process,biological_process,152,6011,0.820496717631579,0.7244528781452337,0.35526315789473695,603477.0,6.931238869123965e-14,high_c,4.149182991999726e-12,11.382037410998167,13.159189133939684
GO:0046394,carboxylic acid biosynthetic process,biological_process,152,6011,0.820496717631579,0.7244528781452337,0.35526315789473695,603477.0,6.931238869123965e-14,high_c,4.149182991999726e-12,11.382037410998167,13.159189133939684
GO:0006091,generation of precursor metabolites and energy,biological_process,152,6011,0.8199996491447369,0.7244528781452337,0.35409536385767293,602957.0,8.358568348396793e-14,high_c,4.8368248842722774e-12,11.315439635822408,13.077868101943219
