GO_id,term,namespace,n_annotated,n_background,mean_c_ann,mean_c_all,rank_biserial,U_stat,p_two,direction,p_fdr,neg_log10_fdr,neg_log10_p
GO:0016051,carbohydrate biosynthetic process,biological_process,58,6011,0.8175883310344827,0.7261456054350357,0.41814327172043075,244824.0,4.0531731946895265e-08,high_c,1.1352306282036217e-06,5.9449159002493275,7.392204838180121
GO:0006164,purine nucleotide biosynthetic process,biological_process,60,6011,0.8118494318333336,0.7261456054350357,0.41118019380496285,251938.0,4.0543951007272205e-08,high_c,1.1352306282036217e-06,5.9449159002493275,7.392073931591547
GO:0009191,ribonucleoside diphosphate catabolic process,biological_process,25,6011,0.8519498248,0.7261456054350357,0.6207150016705647,121270.0,8.146408975934345e-08,high_c,2.244788251146353e-06,5.648824619335878,7.089033790722769
GO:1902652,secondary alcohol metabolic process,biological_process,42,6011,0.8260711878571427,0.7261456054350357,0.4792299898682877,185420.0,8.320967444849833e-08,high_c,2.257062419415517e-06,5.646456430274087,7.079826177130673
GO:0009154,purine ribonucleotide catabolic process,biological_process,26,6011,0.8507698488461539,0.7261456054350357,0.6040100250626566,124800.0,1.0239391120674673e-07,high_c,2.734705074690959e-06,5.563089503458777,6.989725867656395
GO:0034308,primary alcohol metabolic process,biological_process,29,6011,0.8432796948275861,0.7261456054350357,0.5703201558699085,136208.0,1.1190369757257877e-07,high_c,2.943406348272678e-06,5.531149777781296,6.951155563079901
GO:0009260,ribonucleotide biosynthetic process,biological_process,52,6011,0.8040397021153847,0.7261456054350357,0.42553603469864587,220864.0,1.2136769018991036e-07,high_c,3.1446911965624536e-06,5.502421995119658,6.915896913259304
GO:0016874,ligase activity,molecular_function,114,6011,0.7929898193859648,0.7261456054350357,0.28837142882643274,433059.0,1.2802983667408658e-07,high_c,3.2685264186207985e-06,5.485648000398273,6.89268880853251
GO:0006457,protein folding,biological_process,136,6011,0.786334035,0.7261456054350357,0.26415018773466836,505028.0,1.3318817110533937e-07,high_c,3.3509371744763645e-06,5.474833714520447,6.875534344623665
GO:0030170,pyridoxal phosphate binding,molecular_function,38,6011,0.8330710518421053,0.7261456054350357,0.49296395181827,169432.0,1.5521102033299406e-07,high_c,3.7950187506771505e-06,5.420786073972585,6.8090774460939825
GO:0070279,vitamin B6 binding,molecular_function,38,6011,0.8330710518421053,0.7261456054350357,0.49296395181827,169432.0,1.5521102033299406e-07,high_c,3.7950187506771505e-06,5.420786073972585,6.8090774460939825
GO:0019001,guanyl nucleotide binding,molecular_function,92,6011,0.7992385495652176,0.7261456054350357,0.3150098797534837,358043.0,2.0729750869377393e-07,high_c,4.863087501248534e-06,5.313087916126349,6.683405917235846
GO:0032561,guanyl ribonucleotide binding,molecular_function,92,6011,0.7992385495652176,0.7261456054350357,0.3150098797534837,358043.0,2.0729750869377393e-07,high_c,4.863087501248534e-06,5.313087916126349,6.683405917235846
