GO_id,term,namespace,p_raw,p_fdr,neg_log10_fdr,neg_log10_raw,study_count,study_n,pop_count,pop_n,gene_ratio,fold_enrich,direction,group
GO:0170039,proteinogenic amino acid metabolic process,biological_process,1.56132965086486e-11,4.469306125600662e-09,8.349759897273884,10.806505392621828,40,601,128,6011,0.06655574043261231,3.1255199667221296,enriched,High cross-weight c
GO:0170033,L-amino acid metabolic process,biological_process,2.2663781195636326e-11,6.26380021665604e-09,8.203162102512616,10.644667631303824,39,601,124,6011,0.064891846921797,3.145684611668724,enriched,High cross-weight c
GO:0019693,ribose phosphate metabolic process,biological_process,2.8688988078356994e-11,7.664741314934377e-09,8.115502498003652,10.542284769974152,32,601,89,6011,0.05324459234608985,3.5961038718241136,enriched,High cross-weight c
GO:0006163,purine nucleotide metabolic process,biological_process,3.5510093535371485e-11,9.181077409225886e-09,8.03710635088749,10.449648183743381,37,601,115,6011,0.06156405990016639,3.2179266439991316,enriched,High cross-weight c
GO:0006066,alcohol metabolic process,biological_process,2.2977297199471802e-10,5.416559913346073e-08,7.266276448697371,9.63870105834528,35,601,111,6011,0.05823627287853577,3.1536778042601665,enriched,High cross-weight c
GO:0009117,nucleotide metabolic process,biological_process,2.427279925187337e-10,5.5584710286790015e-08,7.2550446535844895,9.614880135924377,42,601,150,6011,0.06988352745424292,2.800465890183028,enriched,High cross-weight c
GO:0009150,purine ribonucleotide metabolic process,biological_process,3.0654931591012914e-10,6.824979908388014e-08,7.165898622776446,9.513499648699323,26,601,67,6011,0.04326123128119801,3.881242704944496,enriched,High cross-weight c
GO:0009259,ribonucleotide metabolic process,biological_process,3.928761570220248e-10,8.510547023058187e-08,7.070042524350137,9.405744326973306,29,601,82,6011,0.048252911813643926,3.5371738159977273,enriched,High cross-weight c
GO:1901135,carbohydrate derivative metabolic process,biological_process,1.329407912481932e-09,2.663801104635671e-07,6.574498205321525,8.876341740683726,63,601,291,6011,0.1048252911813644,2.1653086779765682,enriched,High cross-weight c
GO:1901607,alpha-amino acid biosynthetic process,biological_process,2.4908066580215097e-09,4.6427477590796275e-07,6.33322491095274,8.603659982063318,30,601,93,6011,0.04991680532445923,3.2263431914551015,enriched,High cross-weight c
GO:0009056,catabolic process,biological_process,2.9896419423987353e-09,5.445904583710423e-07,6.263929972090998,8.524380822294974,138,601,865,6011,0.22961730449251247,1.5956411760745577,enriched,High cross-weight c
GO:0170038,proteinogenic amino acid biosynthetic process,biological_process,4.755140566645283e-09,8.295097041675965e-07,6.08117852893825,8.322836640363567,29,601,90,6011,0.048252911813643926,3.222758365686818,enriched,High cross-weight c
GO:0046394,carboxylic acid biosynthetic process,biological_process,4.864249045025207e-09,8.295097041675965e-07,6.08117852893825,8.312984197692696,40,601,152,6011,0.06655574043261231,2.6320168140817937,enriched,High cross-weight c
GO:0016053,organic acid biosynthetic process,biological_process,4.864249045025207e-09,8.295097041675965e-07,6.08117852893825,8.312984197692696,40,601,152,6011,0.06655574043261231,2.6320168140817937,enriched,High cross-weight c
GO:0008652,amino acid biosynthetic process,biological_process,5.811392941299521e-09,9.505778453982788e-07,6.0220123117889965,8.235719758450648,30,601,96,6011,0.04991680532445923,3.1255199667221296,enriched,High cross-weight c
GO:0006090,pyruvate metabolic process,biological_process,6.494307036887189e-09,1.0410374180130164e-06,5.982533660360234,8.187467182714379,18,601,39,6011,0.029950083194675542,4.616152566235761,enriched,High cross-weight c
GO:0006091,generation of precursor metabolites and energy,biological_process,5.380120145077819e-08,7.985493141259021e-06,5.097698258997696,7.269208025864891,38,601,152,6011,0.0632279534109817,2.500415973377704,enriched,High cross-weight c
GO:0009067,aspartate family amino acid biosynthetic process,biological_process,5.514996273453033e-08,8.03685366031383e-06,5.094913939485592,7.2584547766815115,15,601,31,6011,0.024958402662229616,4.839514787182652,enriched,High cross-weight c
GO:0016051,carbohydrate biosynthetic process,biological_process,6.731540186908353e-08,9.63451689251258e-06,5.016170057466876,7.171885557150839,21,601,58,6011,0.03494176372712146,3.6212920993746054,enriched,High cross-weight c
GO:0170034,L-amino acid biosynthetic process,biological_process,1.2956329876596777e-07,1.674919096143922e-05,4.77600616590883,6.88751800310074,26,601,86,6011,0.04326123128119801,3.0237588515265257,enriched,High cross-weight c
GO:0009167,purine ribonucleoside monophosphate metabolic process,biological_process,1.4711438939953558e-07,1.8423778609957463e-05,4.734621293728774,6.832344846435051,13,601,25,6011,0.021630615640599003,5.200865224625625,enriched,High cross-weight c
GO:0009126,purine nucleoside monophosphate metabolic process,biological_process,1.4711438939953558e-07,1.8423778609957463e-05,4.734621293728774,6.832344846435051,13,601,25,6011,0.021630615640599003,5.200865224625625,enriched,High cross-weight c
GO:0009123,nucleoside monophosphate metabolic process,biological_process,1.4961298438026027e-07,1.844843184319671e-05,4.7340405439109166,6.825030713958225,18,601,46,6011,0.029950083194675542,3.913694567025971,enriched,High cross-weight c
GO:0072522,purine-containing compound biosynthetic process,biological_process,1.8899168340285908e-07,2.1953164383679938e-05,4.658502870623664,6.723557306576573,25,601,82,6011,0.04159733777038269,3.0492877724118337,enriched,High cross-weight c
GO:0009156,ribonucleoside monophosphate biosynthetic process,biological_process,2.2335258504441397e-07,2.4521322262783866e-05,4.6104561150692955,6.651009016713398,16,601,38,6011,0.026622296173044926,4.2112269025308695,enriched,High cross-weight c
GO:0009127,purine nucleoside monophosphate biosynthetic process,biological_process,2.2639773517729332e-07,2.4521322262783866e-05,4.6104561150692955,6.6451279220284825,12,601,22,6011,0.019966722129783693,5.455453032824081,enriched,High cross-weight c
GO:0009168,purine ribonucleoside monophosphate biosynthetic process,biological_process,2.2639773517729332e-07,2.4521322262783866e-05,4.6104561150692955,6.6451279220284825,12,601,22,6011,0.019966722129783693,5.455453032824081,enriched,High cross-weight c
GO:0016052,carbohydrate catabolic process,biological_process,2.748974506210212e-07,2.899082982536164e-05,4.537739353343946,6.560829287753318,24,601,78,6011,0.03993344425956739,3.077435044157174,enriched,High cross-weight c
GO:0046390,ribose phosphate biosynthetic process,biological_process,3.498302898609977e-07,3.641415289916749e-05,4.438729788565574,6.456142590083256,20,601,58,6011,0.033277870216306155,3.448849618452005,enriched,High cross-weight c
GO:0046165,alcohol biosynthetic process,biological_process,5.757700476904973e-07,5.559996303902814e-05,4.254925497122105,6.239750931436196,22,601,70,6011,0.036605657237936774,3.1433800808176846,enriched,High cross-weight c
GO:0051156,glucose 6-phosphate metabolic process,biological_process,6.607801846338502e-07,6.298099977161671e-05,4.200790449576737,6.179942989043012,11,601,20,6011,0.018302828618968387,5.500915141430949,enriched,High cross-weight c
GO:0009124,nucleoside monophosphate biosynthetic process,biological_process,7.766652375369979e-07,6.840628438306635e-05,4.164903998462385,6.109766132831455,16,601,41,6011,0.026622296173044926,3.9030883486871475,enriched,High cross-weight c
GO:0005984,disaccharide metabolic process,biological_process,1.2632104013186004e-06,0.00010619207761461336,3.9739078822808898,5.898524306989095,11,601,21,6011,0.018302828618968387,5.238966801362809,enriched,High cross-weight c
GO:0009260,ribonucleotide biosynthetic process,biological_process,1.271920081223067e-06,0.00010619207761461336,3.9739078822808898,5.895540175931485,18,601,52,6011,0.029950083194675542,3.462114424676821,enriched,High cross-weight c
GO:0034308,primary alcohol metabolic process,biological_process,1.3134257112428649e-06,0.00010852687706816043,3.964462693917787,5.881594486341705,13,601,29,6011,0.021630615640599003,4.483504503987607,enriched,High cross-weight c
GO:1901293,nucleoside phosphate biosynthetic process,biological_process,1.427178033300812e-06,0.00011672277486638784,3.9328443964501467,5.845521847447816,29,601,114,6011,0.048252911813643926,2.5442829202790667,enriched,High cross-weight c
GO:0009152,purine ribonucleotide biosynthetic process,biological_process,1.4543914866831143e-06,0.00011774694712894102,3.9290503441756486,5.8373186762682625,15,601,38,6011,0.024958402662229616,3.9480252211226903,enriched,High cross-weight c
GO:0006790,sulfur compound metabolic process,biological_process,2.528740848237921e-06,0.00020067186038244493,3.697513523065259,5.59709567597278,29,601,117,6011,0.048252911813643926,2.479044896682168,enriched,High cross-weight c
GO:0072524,pyridine-containing compound metabolic process,biological_process,4.640472651163003e-06,0.0003508810216893535,3.454840121093472,5.333437782518866,23,601,84,6011,0.03826955074875208,2.738550827985104,enriched,High cross-weight c
GO:0009311,oligosaccharide metabolic process,biological_process,6.746567831145344e-06,0.000496089368501192,3.304440080060652,5.170917108810192,11,601,24,6011,0.018302828618968387,4.584095951192458,enriched,High cross-weight c
GO:0046496,nicotinamide nucleotide metabolic process,biological_process,7.587263935891416e-06,0.000547855139154682,3.2613342600968176,5.119914808000324,20,601,69,6011,0.033277870216306155,2.8990330126118304,enriched,High cross-weight c
GO:0006457,protein folding,biological_process,8.049211476678282e-06,0.0005760216962997895,3.239561158233351,5.094246662253333,31,601,136,6011,0.051580698835274545,2.2797910345502594,enriched,High cross-weight c
GO:1901292,nucleoside phosphate catabolic process,biological_process,8.84359448350505e-06,0.0006171167432437068,3.2096326704067004,5.053371179889546,15,601,43,6011,0.024958402662229616,3.488952520992145,enriched,High cross-weight c
GO:0009205,purine ribonucleoside triphosphate metabolic process,biological_process,1.6637101448383118e-05,0.001139712547938382,2.9432046702301364,4.778922335174138,15,601,45,6011,0.024958402662229616,3.333887964503605,enriched,High cross-weight c
GO:0009134,nucleoside diphosphate catabolic process,biological_process,1.7315191998132846e-05,0.001176112405635888,2.929551169063873,4.761572688447911,11,601,26,6011,0.018302828618968387,4.231473185716115,enriched,High cross-weight c
GO:0046434,organophosphate catabolic process,biological_process,2.111186410828716e-05,0.0013867888440686977,2.857989660654877,4.675473418222403,18,601,62,6011,0.029950083194675542,2.9037088723095916,enriched,High cross-weight c
GO:0009132,nucleoside diphosphate metabolic process,biological_process,2.1142553159145444e-05,0.0013867888440686977,2.857989660654877,4.674842568779999,12,601,31,6011,0.019966722129783693,3.8716118297461217,enriched,High cross-weight c
GO:0043248,proteasome assembly,biological_process,2.1142553159145444e-05,0.0013867888440686977,2.857989660654877,4.674842568779999,12,601,31,6011,0.019966722129783693,3.8716118297461217,enriched,High cross-weight c
GO:0006979,response to oxidative stress,biological_process,2.3415054254421517e-05,0.0014723904950515664,2.8319769947841724,4.630504831588133,28,601,123,6011,0.04658901830282862,2.2768015367341694,enriched,High cross-weight c
GO:0009179,purine ribonucleoside diphosphate metabolic process,biological_process,2.6609719550479813e-05,0.0016405915553622747,2.7849995282287905,4.574959702612118,11,601,27,6011,0.018302828618968387,4.0747519566155175,enriched,High cross-weight c
GO:0009135,purine nucleoside diphosphate metabolic process,biological_process,2.6609719550479813e-05,0.0016405915553622747,2.7849995282287905,4.574959702612118,11,601,27,6011,0.018302828618968387,4.0747519566155175,enriched,High cross-weight c
GO:0032787,monocarboxylic acid metabolic process,biological_process,2.7216998780808976e-05,0.0016652232460166714,2.7785275351223366,4.565159766156736,30,601,135,6011,0.04991680532445923,2.2225919763357367,enriched,High cross-weight c
GO:0009144,purine nucleoside triphosphate metabolic process,biological_process,2.997741481773517e-05,0.0018065336824371983,2.7431539366920052,4.523205822415083,15,601,47,6011,0.024958402662229616,3.192020391546005,enriched,High cross-weight c
GO:0009141,nucleoside triphosphate metabolic process,biological_process,3.116285894778703e-05,0.0018499137739620944,2.73284851395654,4.50636270606072,17,601,58,6011,0.028286189683860232,2.9315221756842043,enriched,High cross-weight c
GO:1902652,secondary alcohol metabolic process,biological_process,3.185129142941597e-05,0.0018499137739620944,2.73284851395654,4.496872954245467,14,601,42,6011,0.02329450915141431,3.3338879645036053,enriched,High cross-weight c
GO:0042026,protein refolding,biological_process,3.9916148495005506e-05,0.002237258253059225,2.650283881167136,4.398851370392238,11,601,28,6011,0.018302828618968387,3.9292251010221064,enriched,High cross-weight c
GO:0006696,ergosterol biosynthetic process,biological_process,3.9916148495005506e-05,0.002237258253059225,2.650283881167136,4.398851370392238,11,601,28,6011,0.018302828618968387,3.9292251010221064,enriched,High cross-weight c
GO:0016129,phytosteroid biosynthetic process,biological_process,3.9916148495005506e-05,0.002237258253059225,2.650283881167136,4.398851370392238,11,601,28,6011,0.018302828618968387,3.9292251010221064,enriched,High cross-weight c
GO:0009137,purine nucleoside diphosphate catabolic process,biological_process,4.953087057901434e-05,0.002664361930810738,2.574406780298523,4.3051240385764125,10,601,24,6011,0.016638935108153077,4.1673599556295065,enriched,High cross-weight c
GO:0006096,glycolytic process,biological_process,4.953087057901434e-05,0.002664361930810738,2.574406780298523,4.3051240385764125,10,601,24,6011,0.016638935108153077,4.1673599556295065,enriched,High cross-weight c
GO:0009181,purine ribonucleoside diphosphate catabolic process,biological_process,4.953087057901434e-05,0.002664361930810738,2.574406780298523,4.3051240385764125,10,601,24,6011,0.016638935108153077,4.1673599556295065,enriched,High cross-weight c
GO:0046032,ADP catabolic process,biological_process,4.953087057901434e-05,0.002664361930810738,2.574406780298523,4.3051240385764125,10,601,24,6011,0.016638935108153077,4.1673599556295065,enriched,High cross-weight c
GO:0044272,sulfur compound biosynthetic process,biological_process,5.0458693378357264e-05,0.002678320711440619,2.5721374202778997,4.297063999674894,17,601,60,6011,0.028286189683860232,2.833804769828064,enriched,High cross-weight c
GO:0006164,purine nucleotide biosynthetic process,biological_process,5.0458693378357264e-05,0.002678320711440619,2.5721374202778997,4.297063999674894,17,601,60,6011,0.028286189683860232,2.833804769828064,enriched,High cross-weight c
GO:0009185,ribonucleoside diphosphate metabolic process,biological_process,5.8573863839770816e-05,0.0030485033680244353,2.5159133208278512,4.232296126681551,11,601,29,6011,0.018302828618968387,3.793734580297206,enriched,High cross-weight c
GO:0009191,ribonucleoside diphosphate catabolic process,biological_process,7.523813605727295e-05,0.0038166687373357134,2.4183155324245686,4.12356197216031,10,601,25,6011,0.016638935108153077,4.000665557404326,enriched,High cross-weight c
GO:0046034,ATP metabolic process,biological_process,8.23223635514531e-05,0.004123835899155604,2.38469862503478,4.084482169069019,13,601,40,6011,0.021630615640599003,3.2505407653910154,enriched,High cross-weight c
GO:0006006,glucose metabolic process,biological_process,8.42427092622687e-05,0.004167934041586936,2.3800791624536104,4.074467674601143,11,601,30,6011,0.018302828618968387,3.667276760953966,enriched,High cross-weight c
GO:1902653,secondary alcohol biosynthetic process,biological_process,8.42427092622687e-05,0.004167934041586936,2.3800791624536104,4.074467674601143,11,601,30,6011,0.018302828618968387,3.667276760953966,enriched,High cross-weight c
GO:0019364,pyridine nucleotide catabolic process,biological_process,0.00011143997609423554,0.005103950905115988,2.292093511743744,3.9529589897476134,10,601,26,6011,0.016638935108153077,3.846793805196467,enriched,High cross-weight c
GO:0046031,ADP metabolic process,biological_process,0.00011143997609423554,0.005103950905115988,2.292093511743744,3.9529589897476134,10,601,26,6011,0.016638935108153077,3.846793805196467,enriched,High cross-weight c
GO:0009154,purine ribonucleotide catabolic process,biological_process,0.00011143997609423554,0.005103950905115988,2.292093511743744,3.9529589897476134,10,601,26,6011,0.016638935108153077,3.846793805196467,enriched,High cross-weight c
GO:0005996,monosaccharide metabolic process,biological_process,0.0001189209586026754,0.005355992010554365,2.2711600794895173,3.9247415986751863,16,601,58,6011,0.026622296173044926,2.759079694761604,enriched,High cross-weight c
GO:0006637,acyl-CoA metabolic process,biological_process,0.00014146139966686352,0.00626416087475089,2.2031370973550577,3.8493620491760367,9,601,22,6011,0.014975041597337771,4.091589774618061,enriched,High cross-weight c
GO:0006739,NADP+ metabolic process,biological_process,0.00014146139966686352,0.00626416087475089,2.2031370973550577,3.8493620491760367,9,601,22,6011,0.014975041597337771,4.091589774618061,enriched,High cross-weight c
GO:0009261,ribonucleotide catabolic process,biological_process,0.00016134012700232716,0.007027940858280719,2.1531719018481152,3.7922576055287425,10,601,27,6011,0.016638935108153077,3.704319960559561,enriched,High cross-weight c
GO:0008204,ergosterol metabolic process,biological_process,0.0001651245174935603,0.007153908149788572,2.1454566401300266,3.7821884384171764,11,601,32,6011,0.018302828618968387,3.438071963394343,enriched,High cross-weight c
GO:0006412,translation,biological_process,0.00018877265540713427,0.007921533157529744,2.101190755605409,3.7240609150478448,45,601,260,6011,0.07487520798668885,1.7310572123384105,enriched,High cross-weight c
GO:0009166,nucleotide catabolic process,biological_process,0.00022566279099665816,0.009323130256898016,2.0304382480480765,3.646540044808014,11,601,33,6011,0.018302828618968387,3.3338879645036053,enriched,High cross-weight c
GO:0016126,sterol biosynthetic process,biological_process,0.00022566279099665816,0.009323130256898016,2.0304382480480765,3.646540044808014,11,601,33,6011,0.018302828618968387,3.3338879645036053,enriched,High cross-weight c
GO:0170035,L-amino acid catabolic process,biological_process,0.00022566279099665816,0.009323130256898016,2.0304382480480765,3.646540044808014,11,601,33,6011,0.018302828618968387,3.3338879645036053,enriched,High cross-weight c
GO:0072526,pyridine-containing compound catabolic process,biological_process,0.00022879789283972805,0.009356199546481736,2.028900524249402,3.6405479795830895,10,601,28,6011,0.016638935108153077,3.5720228191110053,enriched,High cross-weight c
GO:0019318,hexose metabolic process,biological_process,0.00026517809587870426,0.010680414263657359,1.971411901901915,3.576462352182372,14,601,50,6011,0.02329450915141431,2.8004658901830286,enriched,High cross-weight c
GO:0006694,steroid biosynthetic process,biological_process,0.0003039494593745137,0.01206017285587489,1.9186464675014527,3.5171986247449927,11,601,34,6011,0.018302828618968387,3.235832436135852,enriched,High cross-weight c
GO:0016125,sterol metabolic process,biological_process,0.0003119960311625584,0.012318463989004462,1.909443441740387,3.5058509305173375,13,601,45,6011,0.021630615640599003,2.889369569236458,enriched,High cross-weight c
GO:0006195,purine nucleotide catabolic process,biological_process,0.00031838948705023145,0.012509273228958848,1.9027679214673718,3.497041280731637,10,601,29,6011,0.016638935108153077,3.448849618452005,enriched,High cross-weight c
GO:0009165,nucleotide biosynthetic process,biological_process,0.0003431512235442734,0.013286749066219088,1.8765812670114934,3.4645144482447394,20,601,86,6011,0.033277870216306155,2.3259683473280965,enriched,High cross-weight c
GO:0000271,polysaccharide biosynthetic process,biological_process,0.0004039078387646145,0.015564044844703775,1.8078775265332054,3.3937177182606075,11,601,35,6011,0.018302828618968387,3.1433800808176846,enriched,High cross-weight c
GO:0009112,nucleobase metabolic process,biological_process,0.000435462875944213,0.016010252067398475,1.7956018304405719,3.361048863526131,10,601,30,6011,0.016638935108153077,3.333887964503605,enriched,High cross-weight c
GO:0000096,sulfur amino acid metabolic process,biological_process,0.000435462875944213,0.016010252067398475,1.7956018304405719,3.361048863526131,10,601,30,6011,0.016638935108153077,3.333887964503605,enriched,High cross-weight c
GO:0090407,organophosphate biosynthetic process,biological_process,0.0004520811945961879,0.01638284962632149,1.7856105549963057,3.3447835581127263,42,601,246,6011,0.06988352745424292,1.7076011525506267,enriched,High cross-weight c
GO:0072523,purine-containing compound catabolic process,biological_process,0.00046344147352479824,0.016582515224559186,1.7803495952996593,3.3340051036556604,12,601,41,6011,0.019966722129783693,2.9273162615153607,enriched,High cross-weight c
GO:0008202,steroid metabolic process,biological_process,0.0004982584844919452,0.017515534005276057,1.7565766175806938,3.3025452972704037,13,601,47,6011,0.021630615640599003,2.7664176726732044,enriched,High cross-weight c
GO:0009063,amino acid catabolic process,biological_process,0.0006221425479192702,0.021039968445455488,1.6769549158479011,3.206110096527961,13,601,48,6011,0.021630615640599003,2.7087839711591797,enriched,High cross-weight c
GO:1901606,alpha-amino acid catabolic process,biological_process,0.0006874243893722248,0.022767382152142076,1.6426869027287025,3.162775063438435,11,601,37,6011,0.018302828618968387,2.973467644016729,enriched,High cross-weight c
GO:0006414,translational elongation,biological_process,0.0007710333391142764,0.025431408283954425,1.594629589764682,3.1129268428565333,13,601,49,6011,0.021630615640599003,2.6535026656253184,enriched,High cross-weight c
GO:0044282,small molecule catabolic process,biological_process,0.0008269596376908072,0.027053393861599266,1.5677782446828064,3.0825156870084376,27,601,140,6011,0.04492512479201331,1.928892322319943,enriched,High cross-weight c
GO:0097435,supramolecular fiber organization,biological_process,0.0009327553955610424,0.03002423492137251,1.5225280504915695,3.0302322300859967,18,601,80,6011,0.029950083194675542,2.2503743760399337,enriched,High cross-weight c
GO:0019538,protein metabolic process,biological_process,0.0011200069320033488,0.034394082605390196,1.4635162700123228,2.9507792893642053,114,601,863,6011,0.1896838602329451,1.321193144681614,enriched,High cross-weight c
GO:0006099,tricarboxylic acid cycle,biological_process,0.001134248075544869,0.03469846689119132,1.4596897135493216,2.9452919489197398,9,601,28,6011,0.014975041597337771,3.214820537199905,enriched,High cross-weight c
GO:1901137,carbohydrate derivative biosynthetic process,biological_process,0.0012192972495156163,0.03701767975328661,1.4315908060564728,2.9138904058768054,35,601,204,6011,0.05823627287853577,1.715971746435679,enriched,High cross-weight c
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,biological_process,0.0012542157813868922,0.03710196632023616,1.4306030731504853,2.901627738940892,26,601,137,6011,0.04326123128119801,1.898125994388914,enriched,High cross-weight c
GO:0007015,actin filament organization,biological_process,0.0015046996088217608,0.04385515405347786,1.3579793590722238,2.8225501919321245,15,601,65,6011,0.024958402662229616,2.3080762831178805,enriched,High cross-weight c
GO:0043632,modification-dependent macromolecule catabolic process,biological_process,0.0016048135629965646,0.046217196205217526,1.3351964048010267,2.794575413891407,34,601,199,6011,0.056572379367720464,1.7088269968812448,enriched,High cross-weight c
GO:0008219,cell death,biological_process,0.0016399757021007947,0.046283117085696726,1.3345773997736388,2.785162586416765,8,601,24,6011,0.013311148086522463,3.3338879645036053,enriched,High cross-weight c
GO:0006915,apoptotic process,biological_process,0.0016399757021007947,0.046283117085696726,1.3345773997736388,2.785162586416765,8,601,24,6011,0.013311148086522463,3.3338879645036053,enriched,High cross-weight c
GO:0012501,programmed cell death,biological_process,0.0016399757021007947,0.046283117085696726,1.3345773997736388,2.785162586416765,8,601,24,6011,0.013311148086522463,3.3338879645036053,enriched,High cross-weight c
GO:0044038,cell wall macromolecule biosynthetic process,biological_process,0.0016792482177038998,0.04657153794081923,1.331879420040583,2.774885103974199,10,601,35,6011,0.016638935108153077,2.857618255288804,enriched,High cross-weight c
GO:0044036,cell wall macromolecule metabolic process,biological_process,0.0016792482177038998,0.04657153794081923,1.331879420040583,2.774885103974199,10,601,35,6011,0.016638935108153077,2.857618255288804,enriched,High cross-weight c
GO:0010498,proteasomal protein catabolic process,biological_process,0.0016987124316411508,0.04694889703311663,1.3283746061254065,2.769880134916614,32,601,185,6011,0.05324459234608985,1.730017538337006,enriched,High cross-weight c
GO:0065002,intracellular protein transmembrane transport,biological_process,0.001753922158933242,0.04814276062962306,1.3174690097852002,2.7559896850269454,11,601,41,6011,0.018302828618968387,2.683373239722414,enriched,High cross-weight c
GO:0006081,aldehyde metabolic process,biological_process,0.001753922158933242,0.04814276062962306,1.3174690097852002,2.7559896850269454,11,601,41,6011,0.018302828618968387,2.683373239722414,enriched,High cross-weight c
GO:0005829,cytosol,cellular_component,3.179289157374086e-17,2.54820025963533e-14,13.593766444375545,16.497669971065708,179,601,1002,6011,0.2978369384359401,1.7867243881621118,enriched,High cross-weight c
GO:0005737,cytoplasm,cellular_component,2.561355752913852e-14,1.2076039035061483e-11,10.91807549181618,13.59153009712807,325,601,2370,6011,0.540765391014975,1.3715361879286982,enriched,High cross-weight c
GO:0010494,cytoplasmic stress granule,cellular_component,5.251190502937645e-09,8.768394141884422e-07,6.0570799367568,8.279742226071376,31,601,101,6011,0.051580698835274545,3.0698176306815377,enriched,High cross-weight c
GO:0036464,cytoplasmic ribonucleoprotein granule,cellular_component,3.7434127250483915e-08,5.769894806012088e-06,5.238832104623286,7.426732287678651,36,601,138,6011,0.059900166389351084,2.6091297113506475,enriched,High cross-weight c
GO:0035770,ribonucleoprotein granule,cellular_component,4.584113549033589e-08,6.9323905840574e-06,5.159116976292489,7.338744633381863,36,601,139,6011,0.059900166389351084,2.590358994002801,enriched,High cross-weight c
GO:0005739,mitochondrion,cellular_component,1.5541134568856703e-07,1.8873059631725224e-05,4.724157687886976,6.808517279035271,160,601,1105,6011,0.26622296173044924,1.4482047266621993,enriched,High cross-weight c
GO:0043229,intracellular organelle,cellular_component,1.832278372971925e-07,2.166395551712651e-05,4.6642622447363795,6.737008544499245,474,601,4195,6011,0.7886855241264559,1.1301045734264903,enriched,High cross-weight c
