GO_id,term,namespace,p_raw,p_fdr,neg_log10_fdr,neg_log10_raw,study_count,study_n,pop_count,pop_n,gene_ratio,fold_enrich,direction,group
GO:0072526,pyridine-containing compound catabolic process,biological_process,0.001134248075544869,0.037411515742765945,1.4269946958278885,2.9452919489197398,9,601,28,6011,0.014975041597337771,3.214820537199905,enriched,High cross-weight c
GO:0006457,protein folding,biological_process,0.0011868202034655663,0.038825975227659244,1.4108776268892482,2.9256150692148792,26,601,136,6011,0.04326123128119801,1.9120828031711854,enriched,High cross-weight c
GO:0055085,transmembrane transport,biological_process,0.0014113514204749295,0.04524792654042624,1.3444013172915574,2.8503648353096835,66,601,453,6011,0.10981697171381032,1.4571960639552182,enriched,High cross-weight c
GO:0006195,purine nucleotide catabolic process,biological_process,0.0015013844403674566,0.046823331865934494,1.3295376859083994,2.8235080892672686,9,601,29,6011,0.014975041597337771,3.103964656606805,enriched,High cross-weight c
GO:0009185,ribonucleoside diphosphate metabolic process,biological_process,0.0015013844403674566,0.046823331865934494,1.3295376859083994,2.8235080892672686,9,601,29,6011,0.014975041597337771,3.103964656606805,enriched,High cross-weight c
GO:0009084,L-glutamine family amino acid biosynthetic process,biological_process,0.0016399757021007947,0.04978941383461315,1.3028629865964323,2.785162586416765,8,601,24,6011,0.013311148086522463,3.3338879645036053,enriched,High cross-weight c
GO:0005737,cytoplasm,cellular_component,5.634707589623002e-09,1.1015166178250819e-06,5.958008946561062,8.24912861653149,304,601,2370,6011,0.5058236272878536,1.2829138496317671,enriched,High cross-weight c
GO:0005829,cytosol,cellular_component,2.4613392044239263e-07,2.944422943799667e-05,4.530999806778339,6.608828530767677,147,601,1002,6011,0.24459234608985025,1.4673099724012872,enriched,High cross-weight c
GO:0005576,extracellular region,cellular_component,1.43898098773603e-06,0.00014065161727688146,3.8518552697526927,5.84194494405914,21,601,68,6011,0.03494176372712146,3.088749143584222,enriched,High cross-weight c
GO:0005886,plasma membrane,cellular_component,2.7592034233911696e-06,0.00025130699361909344,3.5997954252636992,5.559216279803694,90,601,562,6011,0.1497504159733777,1.6016899473593833,enriched,High cross-weight c
GO:0030684,preribosome,cellular_component,1.418766644718348e-05,0.0011040208405259766,2.9570227283821784,4.84808903036717,35,601,164,6011,0.05823627287853577,2.134501440688284,enriched,High cross-weight c
GO:0000324,fungal-type vacuole,cellular_component,2.9848657680941608e-05,0.002081531046833996,2.6816171070601107,4.525075194680943,49,601,272,6011,0.08153078202995008,1.8017703337574629,enriched,High cross-weight c
GO:0000322,storage vacuole,cellular_component,2.9848657680941608e-05,0.002081531046833996,2.6816171070601107,4.525075194680943,49,601,272,6011,0.08153078202995008,1.8017703337574629,enriched,High cross-weight c
GO:0000323,lytic vacuole,cellular_component,4.445357885537639e-05,0.0028967108498035915,2.538094853985765,4.352093269236531,49,601,273,6011,0.08153078202995008,1.7951704424250179,enriched,High cross-weight c
GO:0009277,fungal-type cell wall,cellular_component,6.0393744335472e-05,0.0037816864128813127,2.4223144868081823,4.219008043850478,28,601,127,6011,0.04658901830282862,2.2050912521126205,enriched,High cross-weight c
GO:0005618,cell wall,cellular_component,7.047111328465977e-05,0.004344815176742678,2.3620286931918404,4.1519888675751675,28,601,129,6011,0.04658901830282862,2.170903790839557,enriched,High cross-weight c
GO:0030312,external encapsulating structure,cellular_component,7.727804506043644e-05,0.004692299478480288,2.3286142775239305,4.1119438730082445,28,601,130,6011,0.04658901830282862,2.1542045309100217,enriched,High cross-weight c
GO:0030686,90S preribosome,cellular_component,9.721010656054866e-05,0.005728963265314687,2.2419239624811036,4.01228858080105,20,601,81,6011,0.033277870216306155,2.4695466403730406,enriched,High cross-weight c
GO:0070013,intracellular organelle lumen,cellular_component,0.00019010346516550521,0.00928220754092895,2.032348725415744,3.7210099668350187,49,601,291,6011,0.08153078202995008,1.684128971759553,enriched,High cross-weight c
GO:0043233,organelle lumen,cellular_component,0.00019010346516550521,0.00928220754092895,2.032348725415744,3.7210099668350187,49,601,291,6011,0.08153078202995008,1.684128971759553,enriched,High cross-weight c
GO:0031974,membrane-enclosed lumen,cellular_component,0.00019010346516550521,0.00928220754092895,2.032348725415744,3.7210099668350187,49,601,291,6011,0.08153078202995008,1.684128971759553,enriched,High cross-weight c
GO:0005773,vacuole,cellular_component,0.00020439409351904033,0.009868787105753665,2.0057362197362925,3.689531658386401,52,601,313,6011,0.08652246256239601,1.661618282627995,enriched,High cross-weight c
GO:0005730,nucleolus,cellular_component,0.00046266563580263853,0.018208252011280675,1.7397317443913953,3.334732756250087,46,601,278,6011,0.07653910149750416,1.6549515795017897,enriched,High cross-weight c
GO:0071944,cell periphery,cellular_component,0.0016098359491151387,0.049581666427053285,1.3046788807970886,2.793218378641515,45,601,285,6011,0.07487520798668885,1.5792100884490763,enriched,High cross-weight c
GO:0003824,catalytic activity,molecular_function,2.911080828902773e-23,2.3332312843655724e-19,18.632042209108022,22.535945735798183,338,601,2242,6011,0.562396006655574,1.5078333612875359,enriched,High cross-weight c
GO:1901363,heterocyclic compound binding,molecular_function,3.3171997160276635e-20,6.64683893099043e-17,16.177384845105745,19.479228380467948,151,601,737,6011,0.2512479201331115,2.049187581981185,enriched,High cross-weight c
GO:0043168,anion binding,molecular_function,1.8398589343981868e-15,1.2288724466001223e-12,11.910493193283257,14.735215473925795,145,601,777,6011,0.24126455906821964,1.866462373949895,enriched,High cross-weight c
GO:1901265,nucleoside phosphate binding,molecular_function,4.407050916475926e-15,2.717116391965734e-12,11.565891757494594,14.35585193187792,132,601,687,6011,0.21963394342762063,1.9217170799758774,enriched,High cross-weight c
GO:0000166,nucleotide binding,molecular_function,1.1789749481600984e-14,6.38225337959446e-12,11.195025958027918,13.928495423057093,131,601,686,6011,0.21797004991680533,1.9099387318511907,enriched,High cross-weight c
GO:0036094,small molecule binding,molecular_function,1.3536906731516635e-14,6.38225337959446e-12,11.195025958027918,13.868480563339808,226,601,1456,6011,0.37603993344425957,1.5524560713828601,enriched,High cross-weight c
GO:0043167,ion binding,molecular_function,1.804878387314513e-12,6.888619178250391e-10,9.161867823573578,11.743552055529824,211,601,1387,6011,0.35108153078202997,1.5215220486883794,enriched,High cross-weight c
GO:0017076,purine nucleotide binding,molecular_function,1.3419851868781236e-10,3.58533709094272e-08,7.44547000600621,9.872252277976711,112,601,626,6011,0.18635607321131448,1.7894350735993791,enriched,High cross-weight c
GO:0030554,adenyl nucleotide binding,molecular_function,3.759864801611535e-10,9.41728637028639e-08,7.026074222917433,9.42482777128769,99,601,538,6011,0.16472545757071547,1.8404548800326592,enriched,High cross-weight c
GO:0097367,carbohydrate derivative binding,molecular_function,1.5186219369195424e-09,3.477644235545752e-07,6.45871484856738,8.818550330907268,107,601,612,6011,0.17803660565723795,1.7486569225582635,enriched,High cross-weight c
GO:0032553,ribonucleotide binding,molecular_function,2.9059433775884225e-09,6.294901667938164e-07,6.201011049576038,8.536712852199207,105,601,603,6011,0.17470881863560733,1.7415832650391967,enriched,High cross-weight c
GO:0016491,oxidoreductase activity,molecular_function,4.8194983710073585e-09,9.657069860905996e-07,6.015154626822307,8.316998162184507,63,601,300,6011,0.1048252911813644,2.1003494176372715,enriched,High cross-weight c
GO:0015293,symporter activity,molecular_function,1.8792666778837968e-08,3.347182760719696e-06,5.475320573926918,7.7260115868417385,17,601,37,6011,0.028286189683860232,4.595359086207672,enriched,High cross-weight c
GO:0015294,solute:monoatomic cation symporter activity,molecular_function,1.8792666778837968e-08,3.347182760719696e-06,5.475320573926918,7.7260115868417385,17,601,37,6011,0.028286189683860232,4.595359086207672,enriched,High cross-weight c
