gene,cross_weight,iaa_mean_sens,iaa_breadth,c_group
YAL037C-A,0.2095303,0.6477861,17.0,low_c
YAL037C-B,0.20403999,0.48271397,9.0,low_c
YAL037W,0.7589728,0.26105234,1.0,mid
YAL038W,0.8858136,0.26348194,1.0,mid
YAL039C,0.7004126,0.23653592,2.0,mid
YAL040C,0.80648804,0.422057,5.0,mid
YAL041W,0.73762333,0.26106757,1.0,mid
YAL042C-A,0.391866,0.4181984,6.0,mid
YAL042W,0.7849977,0.28940746,5.0,mid
YAL043C,0.8771464,0.23330362,1.0,mid
YAL044C,0.6221012,0.43267804,8.0,mid
YAL044W-A,0.46970773,0.24214338,1.0,mid
YAL045C,0.35274443,0.3754098,4.0,low_c
YAL046C,0.58289975,0.25970185,0.0,mid
YAL047C,0.73585397,0.18824296,0.0,mid
YAL047W-A,0.40976638,0.43214634,5.0,mid
YAL048C,0.74648637,0.33028033,0.0,mid
YAL049C,0.78840864,0.17029472,0.0,mid
YAL051W,0.4935294,0.25406566,0.0,mid
YAL053W,0.81815416,0.16236237,0.0,mid
YAL054C,0.83899623,0.21497959,2.0,mid
YAL055W,0.80488724,0.30896243,0.0,mid
YAL056C-A,0.31116802,0.39940134,5.0,low_c
YAL056W,0.6169116,0.24590781,0.0,mid
YAL058W,0.8076281,0.16112146,0.0,mid
YAL059C-A,0.24500374,0.43416104,6.0,low_c
YAL059W,0.51338035,0.38449973,6.0,mid
YAL060W,0.7052409,0.40915442,11.0,mid
YAL061W,0.7989029,0.8539029,46.0,mid
YAL062W,0.85879445,0.50490296,12.0,mid
YAL063C,0.784557,0.3420447,5.0,mid
YAL063C-A,0.6369732,0.3969185,5.0,mid
YAL064C-A,0.67897683,0.46715835,7.0,mid
YAL064W,0.6281036,0.35317734,2.0,mid
YAL064W-B,0.42871594,0.49835965,9.0,mid
YAL065C,0.6303367,0.38699967,7.0,mid
YAL066W,0.70910114,0.1044318,1.0,mid
YAL067C,0.794106,0.30313948,7.0,mid
YAL067W-A,0.5387286,0.023572722,2.0,mid
YAL068C,0.8533882,0.27268094,5.0,mid
YAL068W-A,0.6447619,0.0,0.0,mid
YAL069W,0.6088895,0.02361872,0.0,mid
YAR002C-A,0.87585,0.24292119,3.0,mid
YAR002W,0.8447136,0.2027369,0.0,mid
YAR003W,0.61454463,0.22106317,1.0,mid
YAR007C,0.83899134,0.20924495,0.0,mid
YAR008W,0.59273565,0.39993736,6.0,mid
YAR014C,0.7002591,0.2776403,0.0,mid
YAR015W,0.80791235,0.27038088,3.0,mid
YAR018C,0.83428866,0.24877861,4.0,mid
YAR019C,0.8028792,0.34663552,1.0,mid
YAR019W-A,0.42232051,0.50879186,12.0,mid
YAR020C,0.6709246,0.7105054,33.0,mid
YAR023C,0.59357995,0.37098184,3.0,mid
YAR027W,0.7834237,0.19563515,0.0,mid
YAR028W,0.70393574,0.18536493,0.0,mid
YAR029W,0.31905058,0.34770557,3.0,low_c
YAR030C,0.47762087,0.37444195,6.0,mid
YAR031W,0.54558146,0.2777749,2.0,mid
YAR033W,0.57540023,0.24286178,5.0,mid
YAR035C-A,0.3785903,0.3065936,9.0,mid
YAR035W,0.5155699,0.5476901,20.0,mid
YAR042W,0.8324745,0.18001503,0.0,mid
YAR047C,0.53745717,0.4099398,9.0,mid
YAR050W,0.44444788,0.40224516,6.0,mid
YAR053W,0.64798427,0.3920309,5.0,mid
YAR060C,0.56124616,0.0,0.0,mid
YAR064W,0.5061637,0.18225625,4.0,mid
YAR066W,0.817373,0.080160454,4.0,mid
YAR068W,0.68033874,0.20720011,5.0,mid
YAR069C,0.6125945,0.0,0.0,mid
YAR070C,0.67764527,0.65647966,35.0,mid
YAR071W,0.87942976,0.6246173,28.0,mid
YAR073W,0.898959,0.18172206,0.0,high_c
YAR075W,0.76415926,0.107304946,0.0,mid
YBL001C,0.73630464,0.36437032,4.0,mid
YBL002W,0.880394,0.34393117,10.0,mid
YBL003C,0.89110464,0.48071262,20.0,mid
YBL004W,0.84805447,0.32892874,2.0,mid
YBL005W,0.69278383,0.3458126,2.0,mid
YBL006C,0.78434396,0.24471562,0.0,mid
YBL006W-A,0.27145544,0.5523644,19.0,low_c
YBL007C,0.8211703,0.2292874,2.0,mid
YBL008W,0.8507993,0.25095975,0.0,mid
YBL008W-A,0.44181755,0.3902727,9.0,mid
YBL009W,0.68682724,0.3413738,5.0,mid
YBL010C,0.8174498,0.21017152,0.0,mid
YBL011W,0.8704812,0.20120864,0.0,mid
YBL012C,0.53388417,0.36039734,6.0,mid
YBL013W,0.36460283,0.33043963,1.0,mid
YBL014C,0.6505282,0.2722659,0.0,mid
YBL015W,0.8818615,0.375778,3.0,mid
YBL016W,0.7984191,0.45047715,16.0,mid
YBL017C,0.8532959,0.1967984,0.0,mid
YBL018C,0.79684794,0.36950108,4.0,mid
YBL019W,0.7810449,0.20917028,0.0,mid
YBL020W,0.6696011,0.16419293,0.0,mid
YBL021C,0.6808259,0.25907633,0.0,mid
YBL022C,0.75071526,0.20140699,1.0,mid
YBL023C,0.8178845,0.22142869,0.0,mid
YBL024W,0.831133,0.2066534,1.0,mid
YBL025W,0.78562695,0.2656644,0.0,mid
YBL026W,0.8204276,0.30257097,2.0,mid
YBL027W,0.66757995,0.40275547,16.0,mid
YBL028C,0.7069761,0.39319402,12.0,mid
YBL029C-A,0.8176944,0.23741047,2.0,mid
YBL029W,0.7357824,0.44886968,10.0,mid
YBL030C,0.8894676,0.24438271,2.0,mid
YBL031W,0.7665857,0.3025842,2.0,mid
YBL032W,0.8754866,0.27144346,4.0,mid
YBL033C,0.8636569,0.27035254,1.0,mid
YBL034C,0.83098537,0.28238612,0.0,mid
YBL035C,0.7881907,0.32727864,3.0,mid
YBL036C,0.8911361,0.17697208,1.0,mid
YBL037W,0.7387284,0.24968071,0.0,mid
YBL038W,0.8894286,0.21715327,0.0,mid
YBL039C,0.8516259,0.39260116,6.0,mid
YBL039C-A,0.7153433,0.0,0.0,mid
YBL039W-B,0.64408225,0.34130183,2.0,mid
YBL040C,0.7748401,0.22370443,1.0,mid
YBL041W,0.8929577,0.19869015,0.0,high_c
YBL042C,0.66602,0.49377546,16.0,mid
YBL043W,0.774893,0.5980391,19.0,mid
YBL044W,0.40906593,0.47562018,11.0,mid
YBL045C,0.9180587,0.35791045,9.0,high_c
YBL046W,0.7725021,0.26182932,0.0,mid
YBL047C,0.83952594,0.24375404,0.0,mid
YBL048W,0.4094634,0.35802078,6.0,mid
YBL049W,0.6774897,0.59061027,27.0,mid
YBL050W,0.8988878,0.1873596,0.0,high_c
YBL051C,0.86458766,0.19752917,0.0,mid
YBL052C,0.62126523,0.2233427,2.0,mid
YBL053W,0.49829164,0.39344475,6.0,mid
YBL054W,0.8101769,0.5643816,22.0,mid
YBL055C,0.6256026,0.21836607,0.0,mid
YBL056W,0.8183788,0.18084955,1.0,mid
YBL057C,0.7425663,0.22701949,0.0,mid
YBL058W,0.8389379,0.19200103,1.0,mid
YBL059C-A,0.77109134,0.28633583,0.0,mid
YBL059W,0.6303743,0.30165452,1.0,mid
YBL060W,0.8008162,0.29039544,0.0,mid
YBL061C,0.83077174,0.22305624,0.0,mid
YBL062W,0.53225684,0.339377,6.0,mid
YBL063W,0.82484293,0.33215043,1.0,mid
YBL064C,0.85067713,0.7165091,35.0,mid
YBL065W,0.3043127,0.40868542,8.0,low_c
YBL066C,0.6956337,0.44674963,6.0,mid
YBL067C,0.6004929,0.26542717,0.0,mid
YBL068W,0.80694044,0.25054216,0.0,mid
YBL068W-A,0.7073073,0.0,0.0,mid
YBL069W,0.8258783,0.1999546,0.0,mid
YBL070C,0.5644251,0.3347349,4.0,mid
YBL071C,0.4786768,0.4354717,8.0,mid
YBL071C-B,0.20649314,0.41936842,11.0,low_c
YBL071W-A,0.74545336,0.3768341,6.0,mid
YBL072C,0.8012055,0.4500513,16.0,mid
YBL073W,0.5006511,0.21077353,5.0,mid
YBL074C,0.81795275,0.38715723,1.0,mid
YBL075C,0.41526473,0.2773424,0.0,mid
YBL076C,0.88648444,0.2566344,0.0,mid
YBL077W,0.20268093,0.33377638,6.0,low_c
YBL078C,0.84775543,0.3999605,5.0,mid
YBL079W,0.8626497,0.20953858,1.0,mid
YBL080C,0.7943787,0.21014358,1.0,mid
YBL081W,0.2878756,0.43416733,6.0,low_c
YBL082C,0.79189104,0.3452288,3.0,mid
YBL083C,0.51804113,0.004837148,0.0,mid
YBL084C,0.633059,0.39356142,1.0,mid
YBL085W,0.8624633,0.2398826,0.0,mid
YBL086C,0.75861293,0.2344168,1.0,mid
YBL087C,0.7931008,0.331162,6.0,mid
YBL088C,0.7589936,0.3246779,1.0,mid
YBL089W,0.5601656,0.25292253,0.0,mid
YBL090W,0.6565396,0.24828948,0.0,mid
YBL091C,0.85035145,0.20140551,0.0,mid
YBL091C-A,0.44368225,0.34722173,3.0,mid
YBL092W,0.7225564,0.48958954,18.0,mid
YBL093C,0.89888114,0.23306455,3.0,high_c
YBL094C,0.15241414,0.474232,9.0,low_c
YBL095W,0.53550494,0.1856989,0.0,mid
YBL096C,0.34652328,0.4317458,6.0,low_c
YBL097W,0.7936853,0.34339786,2.0,mid
YBL098W,0.6981697,0.25405923,3.0,mid
YBL099W,0.808191,0.2674652,2.0,mid
YBL100C,0.4312979,0.48954627,9.0,mid
YBL100W-C,0.5432086,0.6603004,22.0,mid
YBL101C,0.6285401,0.31809196,0.0,mid
YBL102W,0.78601956,0.18053398,0.0,mid
YBL103C,0.8173245,0.3073339,0.0,mid
YBL104C,0.78516805,0.23333281,1.0,mid
YBL105C,0.8166676,0.23569268,0.0,mid
YBL106C,0.7425868,0.36901462,7.0,mid
YBL107C,0.8110458,0.22995165,0.0,mid
YBL107W-A,0.6054404,0.6534883,16.0,mid
YBL108C-A,0.80841273,0.5121511,15.0,mid
YBL108W,0.55413747,0.4941447,14.0,mid
YBL109W,0.37959,0.44433397,9.0,mid
YBL111C,0.5760232,0.023911096,0.0,mid
YBL112C,0.46078163,0.0,0.0,mid
YBL113C,0.36820784,0.43252715,7.0,mid
YBL113W-A,0.5614703,0.44086087,5.0,mid
YBR001C,0.7637582,0.39171854,10.0,mid
YBR002C,0.74618405,0.22295944,1.0,mid
YBR003W,0.83011645,0.22744699,0.0,mid
YBR004C,0.43664578,0.24470419,0.0,mid
YBR005W,0.6291266,0.20834969,1.0,mid
YBR006W,0.71939445,0.3788003,7.0,mid
YBR007C,0.67038697,0.3125113,1.0,mid
YBR008C,0.8536314,0.95477647,38.0,mid
YBR009C,0.8107104,0.44466525,19.0,mid
YBR010W,0.8569655,0.6258122,24.0,mid
YBR011C,0.902302,0.26032245,1.0,high_c
YBR012C,0.83000875,0.60783756,21.0,mid
YBR013C,0.65936416,0.2190712,0.0,mid
YBR014C,0.8171029,0.29679203,0.0,mid
YBR015C,0.8993097,0.17569166,0.0,high_c
YBR016W,0.77181834,0.3019192,0.0,mid
YBR017C,0.81695026,0.19194515,1.0,mid
YBR018C,0.7914184,0.41515777,6.0,mid
YBR019C,0.5934353,0.3562759,7.0,mid
YBR020W,0.82599854,0.5597033,15.0,mid
YBR021W,0.7821822,0.42001235,7.0,mid
YBR022W,0.7570975,0.25028643,0.0,mid
YBR023C,0.450207,0.27224344,0.0,mid
YBR024W,0.7570418,0.22704782,1.0,mid
YBR025C,0.8728144,0.2527528,0.0,mid
YBR026C,0.80627054,0.24997911,4.0,mid
YBR027C,0.46008277,0.1386359,0.0,mid
YBR028C,0.792418,0.232401,1.0,mid
YBR029C,0.83316505,0.3121443,3.0,mid
YBR030W,0.85024774,0.24424034,0.0,mid
YBR031W,0.91409504,0.28994504,2.0,high_c
YBR032W,0.42592612,0.28632328,6.0,mid
YBR033W,0.8918887,0.3354889,4.0,high_c
YBR034C,0.8510884,0.3796861,4.0,mid
YBR035C,0.87815535,0.30200726,3.0,mid
YBR036C,0.69020206,0.16643915,0.0,mid
YBR037C,0.8275537,0.2157366,2.0,mid
YBR038W,0.84477913,0.2541251,2.0,mid
YBR039W,0.8010938,0.24705252,4.0,mid
YBR040W,0.7402538,0.32519236,9.0,mid
YBR041W,0.84374404,0.27884942,0.0,mid
YBR042C,0.70628,0.18174547,0.0,mid
YBR043C,0.8060401,0.37496302,6.0,mid
YBR044C,0.76748395,0.2436046,0.0,mid
YBR045C,0.7203712,0.39250705,9.0,mid
YBR046C,0.8699988,0.5788202,26.0,mid
YBR047W,0.6681651,0.48952124,16.0,mid
YBR048W,0.7855394,0.29505965,4.0,mid
YBR049C,0.7983548,0.19759974,1.0,mid
YBR050C,0.78940403,0.44944853,10.0,mid
YBR051W,0.5132961,0.36169517,6.0,mid
YBR052C,0.7564125,0.36196813,5.0,mid
YBR053C,0.77001536,0.39412573,8.0,mid
YBR054W,0.8460243,1.2534833,61.0,mid
YBR055C,0.7623695,0.22180842,0.0,mid
YBR056C-B,0.45111647,0.42714062,6.0,mid
YBR056W,0.80947685,0.42303425,8.0,mid
YBR056W-A,0.6862144,0.43695462,9.0,mid
YBR057C,0.5601732,0.20247935,0.0,mid
YBR058C,0.8015585,0.17039905,1.0,mid
YBR058C-A,0.78910583,0.35530144,5.0,mid
YBR059C,0.7186901,0.20788127,0.0,mid
YBR060C,0.7655869,0.27086827,0.0,mid
YBR061C,0.6556228,0.2099953,0.0,mid
YBR062C,0.80388,0.21388455,1.0,mid
YBR063C,0.57944226,0.29590547,1.0,mid
YBR064W,0.4074652,0.27640125,6.0,mid
YBR065C,0.6811105,0.22866377,2.0,mid
YBR066C,0.85560954,0.49614665,14.0,mid
YBR067C,0.85835457,0.7677492,40.0,mid
YBR068C,0.8102704,0.37298226,8.0,mid
YBR069C,0.86721796,0.29387948,2.0,mid
YBR070C,0.6598508,0.36292452,6.0,mid
YBR071W,0.8441134,0.3153837,3.0,mid
YBR072C-A,0.4064252,0.569613,26.0,mid
YBR072W,0.89403284,1.0896239,61.0,high_c
YBR073W,0.818845,0.25076395,4.0,mid
YBR074W,0.76638114,0.182253,0.0,mid
YBR076C-A,0.34174812,0.28699994,3.0,low_c
YBR076W,0.7911406,0.27976552,2.0,mid
YBR077C,0.72371876,0.23284888,0.0,mid
YBR078W,0.88932824,0.25323752,1.0,mid
YBR079C,0.8043045,0.19638918,1.0,mid
YBR080C,0.84967136,0.25657967,1.0,mid
YBR081C,0.70761424,0.22931941,1.0,mid
YBR082C,0.8145811,0.31330812,1.0,mid
YBR083W,0.82211185,0.6910155,29.0,mid
YBR084C-A,0.6749123,0.37803364,12.0,mid
YBR084W,0.7442422,0.26214278,2.0,mid
YBR085C-A,0.7300576,0.6095174,23.0,mid
YBR085W,0.8525476,0.59095424,20.0,mid
YBR086C,0.6499086,0.21030849,0.0,mid
YBR087W,0.72277886,0.30699196,2.0,mid
YBR088C,0.91945255,0.508291,12.0,high_c
YBR089C-A,0.8351039,0.48994917,13.0,mid
YBR089W,0.4811268,0.3437463,5.0,mid
YBR090C,0.4385143,0.5181353,20.0,mid
YBR091C,0.68105555,0.34495082,4.0,mid
YBR092C,0.8798034,0.4108011,13.0,mid
YBR093C,0.85018086,0.5883861,22.0,mid
YBR094W,0.8390448,0.15958956,0.0,mid
YBR095C,0.75855297,0.20631531,0.0,mid
YBR096W,0.7792003,0.3265418,2.0,mid
YBR097W,0.822752,0.25365037,0.0,mid
YBR098W,0.72177625,0.34107444,1.0,mid
YBR099C,0.5174926,0.43198445,7.0,mid
YBR101C,0.8042679,0.40965366,9.0,mid
YBR102C,0.75746375,0.2515423,0.0,mid
YBR103C-A,0.21898483,0.54093796,14.0,low_c
YBR103W,0.8089961,0.24190037,0.0,mid
YBR104W,0.63229585,0.3591113,3.0,mid
YBR105C,0.6919205,0.38338977,6.0,mid
YBR106W,0.92449665,0.2470933,1.0,high_c
YBR107C,0.7480107,0.19444066,1.0,mid
YBR108W,0.43482223,0.22924805,0.0,mid
YBR109C,0.8709421,0.353507,1.0,mid
YBR109W-A,0.2903546,0.74390894,36.0,low_c
YBR110W,0.8133647,0.25532046,2.0,mid
YBR111C,0.89542097,0.39182135,7.0,high_c
YBR111W-A,0.78006876,0.26411772,0.0,mid
YBR112C,0.7672492,0.30315998,1.0,mid
YBR113W,0.35490146,0.45577234,8.0,low_c
YBR114W,0.62687504,0.29761118,3.0,mid
YBR115C,0.58553505,0.0,0.0,mid
YBR116C,0.7579588,0.1380569,0.0,mid
YBR117C,0.7785647,0.4316325,11.0,mid
YBR118W,0.92409813,0.2625672,1.0,high_c
YBR119W,0.79176736,0.21808718,0.0,mid
YBR120C,0.8768571,0.30602086,0.0,mid
YBR121C,0.766441,0.23268284,0.0,mid
YBR121C-A,0.6630468,0.0,0.0,mid
YBR122C,0.88879585,0.1994971,1.0,mid
YBR123C,0.8099871,0.24807931,1.0,mid
YBR124W,0.3360983,0.32821566,5.0,low_c
YBR125C,0.752228,0.17856278,0.0,mid
YBR126C,0.8929152,0.45564103,11.0,high_c
YBR126W-A,0.23379308,0.6572935,26.0,low_c
YBR126W-B,0.17415236,0.49079844,6.0,low_c
YBR127C,0.92244077,0.14588702,0.0,high_c
YBR128C,0.77519757,0.31009406,2.0,mid
YBR129C,0.70030683,0.23303606,2.0,mid
YBR130C,0.7085946,0.21710654,1.0,mid
YBR131C-A,0.5041116,0.31649345,10.0,mid
YBR131W,0.726751,0.2684001,0.0,mid
YBR132C,0.8267296,0.43635103,10.0,mid
YBR133C,0.7272837,0.26154152,1.0,mid
YBR134W,0.33612826,0.39816257,4.0,low_c
YBR135W,0.8453021,0.23989908,4.0,mid
YBR136W,0.8269009,0.2388093,0.0,mid
YBR137W,0.68121135,0.30683193,1.0,mid
YBR138C,0.78937906,0.27978745,3.0,mid
YBR139W,0.75670797,0.3688042,5.0,mid
YBR140C,0.63678414,0.25940192,0.0,mid
YBR141C,0.74797696,0.35169178,3.0,mid
YBR141W-A,0.5924972,0.3734869,2.0,mid
YBR142W,0.70539725,0.3931841,3.0,mid
YBR143C,0.9254792,0.28520826,2.0,high_c
YBR144C,0.27487302,0.37711415,5.0,low_c
YBR145W,0.8183812,0.629806,31.0,mid
YBR146W,0.84256977,0.13459365,1.0,mid
YBR147W,0.70307255,0.7942066,34.0,mid
YBR148W,0.7411036,0.29885024,3.0,mid
YBR149W,0.8623005,0.39865577,9.0,mid
YBR150C,0.5932502,0.33607125,3.0,mid
YBR151W,0.83937675,0.21456164,0.0,mid
YBR152W,0.6823584,0.31456146,0.0,mid
YBR153W,0.6027555,0.28670046,0.0,mid
YBR154C,0.8803539,0.22334974,1.0,mid
YBR155W,0.81163925,0.34834903,6.0,mid
YBR156C,0.740239,0.32364568,2.0,mid
YBR157C,0.64456177,0.45847952,13.0,mid
YBR158W,0.83746815,0.42857885,2.0,mid
YBR159W,0.75666034,0.2858318,0.0,mid
YBR160W,0.70614105,0.19394729,0.0,mid
YBR161W,0.7567179,0.31891048,1.0,mid
YBR162C,0.9297963,0.2655209,4.0,high_c
YBR162W-A,0.67181295,0.3645248,6.0,mid
YBR163W,0.7811176,0.2847589,3.0,mid
YBR164C,0.7172576,0.21075474,1.0,mid
YBR165W,0.7545817,0.30068773,1.0,mid
YBR166C,0.77161413,0.22212268,0.0,mid
YBR167C,0.7883851,0.26571667,0.0,mid
YBR168W,0.54363257,0.2657012,0.0,mid
YBR169C,0.64925766,0.5712807,26.0,mid
YBR170C,0.82648534,0.18324953,0.0,mid
YBR171W,0.9190899,0.26912344,1.0,high_c
YBR172C,0.7615882,0.3604222,1.0,mid
YBR173C,0.8871742,0.1753992,1.0,mid
YBR174C,0.31711975,0.5198994,11.0,low_c
YBR175W,0.8160129,0.24343763,2.0,mid
YBR176W,0.8079952,0.1834776,0.0,mid
YBR177C,0.9007015,0.24510697,3.0,high_c
YBR178W,0.44220403,0.3903688,5.0,mid
YBR179C,0.8426056,0.21176599,0.0,mid
YBR180W,0.871142,0.28455502,6.0,mid
YBR181C,0.645579,0.33373106,13.0,mid
YBR182C,0.81827164,0.32749423,3.0,mid
YBR182C-A,0.5442028,0.44294333,17.0,mid
YBR183W,0.7205694,0.5511165,27.0,mid
YBR184W,0.8149,0.33211184,5.0,mid
YBR185C,0.80026156,0.28239536,0.0,mid
YBR186W,0.6692442,0.38304755,12.0,mid
YBR187W,0.8578049,0.30944315,0.0,mid
YBR188C,0.79762876,0.21559177,3.0,mid
YBR189W,0.7175938,0.34961784,9.0,mid
YBR190W,0.33953556,0.49604177,14.0,low_c
YBR191W,0.6286795,0.3863179,6.0,mid
YBR191W-A,0.48919064,0.6234525,11.0,mid
YBR192W,0.6084299,0.22224367,0.0,mid
YBR193C,0.71695787,0.29104427,0.0,mid
YBR194W,0.7722427,0.20140126,0.0,mid
YBR195C,0.72170997,0.24897665,0.0,mid
YBR196C,0.9095314,0.29104474,2.0,high_c
YBR196C-A,0.156719,0.4880334,14.0,low_c
YBR196C-B,0.63336444,0.48180416,13.0,mid
YBR197C,0.5730856,0.23188156,0.0,mid
YBR198C,0.63381934,0.20445381,0.0,mid
YBR199W,0.83455324,0.19025442,0.0,mid
YBR200W,0.8006548,0.14985134,0.0,mid
YBR200W-A,0.57837665,0.15580039,6.0,mid
YBR201C-A,0.7717028,0.35172814,7.0,mid
YBR201W,0.7620797,0.27146515,4.0,mid
YBR202W,0.7841793,0.23344421,0.0,mid
YBR203W,0.68934333,0.61806303,30.0,mid
YBR204C,0.6919735,0.24930659,1.0,mid
YBR205W,0.78149265,0.18437046,0.0,mid
YBR206W,0.6385728,0.43397504,12.0,mid
YBR207W,0.8622025,0.5126261,16.0,mid
YBR208C,0.69014394,0.6376481,30.0,mid
YBR209W,0.56396145,0.42989552,4.0,mid
YBR210W,0.80242425,0.2698563,1.0,mid
YBR211C,0.697196,0.18817273,0.0,mid
YBR212W,0.66613925,0.30275607,0.0,mid
YBR213W,0.8303992,0.28048977,3.0,mid
YBR214W,0.90602094,0.5107149,14.0,high_c
YBR215W,0.7063325,0.24033779,0.0,mid
YBR216C,0.752787,0.24596094,0.0,mid
YBR217W,0.6715217,0.23176484,0.0,mid
YBR218C,0.84931767,0.3968713,16.0,mid
YBR219C,0.45012227,0.3842222,8.0,mid
YBR220C,0.7006403,0.18359187,0.0,mid
YBR221C,0.89099014,0.28904906,5.0,mid
YBR221W-A,0.20865114,0.64450216,15.0,low_c
YBR222C,0.87221926,0.19853741,2.0,mid
YBR223C,0.7493426,0.25222734,0.0,mid
YBR223W-A,0.4612082,0.1886815,5.0,mid
YBR224W,0.31285197,0.34504002,5.0,low_c
YBR225W,0.7173916,0.37514478,4.0,mid
YBR226C,0.6526949,0.25998,4.0,mid
YBR227C,0.8141311,0.16073313,0.0,mid
YBR228W,0.61486083,0.1434292,0.0,mid
YBR229C,0.733951,0.22959547,0.0,mid
YBR230C,0.7889417,0.5619938,22.0,mid
YBR230W-A,0.4859745,0.5608638,19.0,mid
YBR231C,0.6961767,0.27140146,0.0,mid
YBR232C,0.4167643,0.3997169,4.0,mid
YBR233W,0.762701,0.20409264,0.0,mid
YBR233W-A,0.7472048,0.3583165,2.0,mid
YBR234C,0.85694623,0.23124342,0.0,mid
YBR235W,0.62967706,0.21312171,0.0,mid
YBR236C,0.76641065,0.1858018,3.0,mid
YBR237W,0.725576,0.25184005,0.0,mid
YBR238C,0.6739181,0.34537926,5.0,mid
YBR239C,0.82997966,0.32777652,2.0,mid
YBR240C,0.7944449,0.6735919,19.0,mid
YBR241C,0.7952135,0.4640671,14.0,mid
YBR242W,0.8833696,0.26212877,5.0,mid
YBR243C,0.73440737,0.18568975,0.0,mid
YBR244W,0.7297951,1.2610935,78.0,mid
YBR245C,0.5532371,0.20328537,0.0,mid
YBR246W,0.81024647,0.2030247,0.0,mid
YBR247C,0.7540724,0.38004377,8.0,mid
YBR248C,0.8024888,0.46322113,11.0,mid
YBR249C,0.89425725,0.5136405,21.0,high_c
YBR250W,0.84140515,0.35018665,2.0,mid
YBR251W,0.8644231,0.14333391,0.0,mid
YBR252W,0.6737607,0.32834268,3.0,mid
YBR253W,0.8670559,0.2503839,1.0,mid
YBR254C,0.70883715,0.26177263,1.0,mid
YBR255C-A,0.71186715,0.18415383,1.0,mid
YBR255W,0.68012816,0.22495027,0.0,mid
YBR256C,0.7499849,0.3494123,5.0,mid
YBR257W,0.8141999,0.2676974,1.0,mid
YBR258C,0.692843,0.30292815,0.0,mid
YBR259W,0.69267046,0.25108343,0.0,mid
YBR260C,0.70865124,0.2311034,0.0,mid
YBR261C,0.68685794,0.1651288,0.0,mid
YBR262C,0.6729732,0.33730054,1.0,mid
YBR263W,0.9204845,0.22362524,2.0,high_c
YBR264C,0.7710873,0.22053279,0.0,mid
YBR265W,0.84659743,0.14187536,0.0,mid
YBR266C,0.27305308,0.46552995,7.0,low_c
YBR267W,0.39992,0.41599056,11.0,mid
YBR268W,0.6368097,0.33340216,0.0,mid
YBR269C,0.7456678,0.2710816,0.0,mid
YBR270C,0.87043494,0.24368514,0.0,mid
YBR271W,0.75891536,0.32398623,6.0,mid
YBR272C,0.7771241,0.23944429,0.0,mid
YBR273C,0.75596905,0.16015644,0.0,mid
YBR274W,0.83295405,0.20985882,0.0,mid
YBR275C,0.68939084,0.22372471,0.0,mid
YBR276C,0.77315277,0.20408943,0.0,mid
YBR277C,0.28018484,0.44124568,6.0,low_c
YBR278W,0.5254193,0.16303189,0.0,mid
YBR279W,0.7657495,0.1559599,0.0,mid
YBR280C,0.69438136,0.35193235,6.0,mid
YBR281C,0.78116804,0.24987088,1.0,mid
YBR282W,0.7485572,0.2632604,1.0,mid
YBR283C,0.9201847,0.2141863,2.0,high_c
