gene,cross_weight,iaa_mean_sens,iaa_breadth,c_group
YDR258C,0.7190201,0.49152318,17.0,mid
YDR259C,0.8644295,0.3304848,3.0,mid
YDR260C,0.8117423,0.19962132,1.0,mid
YDR261C,0.87876856,0.17025247,0.0,mid
YDR262W,0.89349,0.26038557,2.0,mid
YDR263C,0.3918102,0.40068936,5.0,mid
YDR264C,0.69562197,0.45396188,11.0,mid
YDR265W,0.79010594,0.22857091,1.0,mid
YDR266C,0.76592666,0.24532643,0.0,mid
YDR267C,0.8400674,0.1833662,0.0,mid
YDR268W,0.7658486,0.16127534,0.0,mid
YDR269C,0.6732251,0.3489909,5.0,mid
YDR270W,0.8490792,0.8665268,40.0,mid
YDR271C,0.22366835,0.6491727,25.0,low_c
YDR272W,0.94578534,0.294676,1.0,high_c
YDR273W,0.67104983,0.2662121,2.0,mid
YDR274C,0.4682575,0.43132228,4.0,mid
YDR275W,0.6027778,0.25197417,0.0,mid
YDR276C,0.7001582,0.38242343,3.0,mid
YDR277C,0.7133437,0.8939671,47.0,mid
YDR278C,0.46748245,0.34676796,2.0,mid
YDR279W,0.8325686,0.18610667,1.0,mid
YDR280W,0.6551092,0.27044636,1.0,mid
YDR281C,0.6858681,0.76306057,35.0,mid
YDR282C,0.5816973,0.19154178,0.0,mid
YDR283C,0.73773867,0.24017046,0.0,mid
YDR284C,0.44716397,0.26151752,2.0,mid
YDR285W,0.8157156,0.264515,0.0,mid
YDR286C,0.8581119,0.3300475,7.0,mid
YDR287W,0.72587407,0.1810661,0.0,mid
YDR288W,0.61908704,0.17169462,0.0,mid
YDR289C,0.55139875,0.15352723,0.0,mid
YDR290W,0.6421122,0.36187592,7.0,mid
YDR291W,0.6352125,0.22132458,0.0,mid
YDR292C,0.88142145,0.18878657,0.0,mid
YDR293C,0.73988897,0.2865423,0.0,mid
YDR294C,0.88135767,0.16100758,1.0,mid
YDR295C,0.7707627,0.21345639,0.0,mid
YDR296W,0.9455349,0.26814833,1.0,high_c
YDR297W,0.8020206,0.4455737,6.0,mid
YDR298C,0.5713168,0.23878397,1.0,mid
YDR299W,0.8577679,0.4210862,11.0,mid
YDR300C,0.77745587,0.34583274,4.0,mid
YDR301W,0.83023894,0.25287575,0.0,mid
YDR302W,0.645741,0.2775468,3.0,mid
YDR303C,0.9014753,0.28602043,1.0,mid
YDR304C,0.92069757,0.22506373,0.0,mid
YDR305C,0.71831256,0.16478491,0.0,mid
YDR306C,0.85294175,0.22312564,0.0,mid
YDR307W,0.83037895,0.2252157,0.0,mid
YDR308C,0.74296457,0.17570473,0.0,mid
YDR309C,0.91868204,0.31507146,2.0,mid
YDR310C,0.48494637,0.26409537,0.0,mid
YDR311W,0.64179695,0.2887823,1.0,mid
YDR312W,0.88675666,0.3225398,5.0,mid
YDR313C,0.6054998,0.31494996,0.0,mid
YDR314C,0.6481318,0.30067235,0.0,mid
YDR315C,0.61143583,0.24393,1.0,mid
YDR316W,0.7771735,0.2891372,6.0,mid
YDR317W,0.86413795,0.28234348,3.0,mid
YDR318W,0.59403205,0.22797103,1.0,mid
YDR319C,0.8030301,0.20578249,0.0,mid
YDR320C,0.725205,0.20925921,0.0,mid
YDR320C-A,0.6648453,0.31302375,4.0,mid
YDR320W-B,0.2825904,0.49204648,7.0,low_c
YDR321W,0.5770829,0.24554197,2.0,mid
YDR322C-A,0.5597417,0.2757926,1.0,mid
YDR322W,0.494491,0.19326776,1.0,mid
YDR323C,0.62656206,0.24497418,1.0,mid
YDR324C,0.7436405,0.32408416,3.0,mid
YDR325W,0.38937554,0.2539952,0.0,mid
YDR326C,0.5513146,0.31611526,1.0,mid
YDR327W,0.19552521,0.4218372,5.0,low_c
YDR328C,0.88453275,0.21869707,1.0,mid
YDR329C,0.71006584,0.17683488,1.0,mid
YDR330W,0.88717663,0.19972022,1.0,mid
YDR331W,0.89920986,0.21446604,0.0,mid
YDR332W,0.73378307,0.24524967,0.0,mid
YDR333C,0.5828145,0.2610207,0.0,mid
YDR334W,0.7238394,0.23606353,0.0,mid
YDR335W,0.64062226,0.19528419,0.0,mid
YDR336W,0.66354513,0.18472067,0.0,mid
YDR337W,0.8394477,0.20927548,0.0,mid
YDR338C,0.48222852,0.3264137,2.0,mid
YDR339C,0.7919535,0.26726514,1.0,mid
YDR340W,0.37198415,0.38210687,5.0,mid
YDR341C,0.7119758,0.26084596,1.0,mid
YDR342C,0.88560826,1.3512337,71.0,mid
YDR343C,0.93001777,0.9017789,40.0,mid
YDR344C,0.8929614,0.38654184,7.0,mid
YDR345C,0.935096,0.42131478,4.0,mid
YDR346C,0.8220317,0.19974336,0.0,mid
YDR347W,0.7127449,0.20184396,0.0,mid
YDR348C,0.76724195,0.20385364,0.0,mid
YDR349C,0.93724793,0.23176251,0.0,mid
YDR350C,0.7207306,0.29179633,0.0,mid
YDR351W,0.4857538,0.33793122,0.0,mid
YDR352W,0.6004271,0.24658473,0.0,mid
YDR353W,0.88515323,0.7734525,39.0,mid
YDR354C-A,0.57478464,0.5052496,7.0,mid
YDR354W,0.7330424,0.29720783,2.0,mid
YDR355C,0.32385784,0.37670243,5.0,low_c
YDR356W,0.714927,0.3576044,3.0,mid
YDR357C,0.3646266,0.27905777,1.0,mid
YDR358W,0.8638618,0.29931596,3.0,mid
YDR359C,0.6604451,0.3400599,0.0,mid
YDR360W,0.6203978,0.30376086,5.0,mid
YDR361C,0.8143028,0.2901021,3.0,mid
YDR362C,0.73976,0.18841006,0.0,mid
YDR363W,0.93832606,0.21149676,0.0,mid
YDR363W-A,0.7787364,0.2888104,1.0,mid
YDR364C,0.76523167,0.2010131,0.0,mid
YDR365C,0.8016991,0.34489882,0.0,mid
YDR366C,0.52493906,0.42848188,7.0,mid
YDR367W,0.80226284,0.20240325,0.0,mid
YDR368W,0.64260197,0.35702085,7.0,mid
YDR369C,0.6665512,0.26760095,0.0,mid
YDR370C,0.9314404,0.27686197,1.0,mid
YDR371C-A,0.74684244,0.5458067,10.0,mid
YDR371W,0.78500694,0.28310522,0.0,mid
YDR372C,0.7172244,0.16490738,0.0,mid
YDR373W,0.47762674,0.23583798,2.0,mid
YDR374C,0.89229393,0.11430195,1.0,mid
YDR374W-A,0.8370685,0.37992585,4.0,mid
YDR375C,0.7449303,0.19850916,1.0,mid
YDR376W,0.8353007,0.19811054,1.0,mid
YDR377W,0.81232554,0.23972327,1.0,mid
YDR378C,0.77766937,0.3387881,0.0,mid
YDR379C-A,0.92283934,0.5744778,21.0,mid
YDR379W,0.89498764,0.28905225,0.0,mid
YDR380W,0.88743067,1.9257745,93.0,mid
YDR381C-A,0.5530133,0.23940466,0.0,mid
YDR381W,0.7676205,0.31962958,1.0,mid
YDR382W,0.6922837,0.415624,10.0,mid
YDR383C,0.46846285,0.25981095,2.0,mid
YDR384C,0.73181033,0.41321182,10.0,mid
YDR385W,0.84021163,0.24907699,1.0,mid
YDR386W,0.43617603,0.20568983,0.0,mid
YDR387C,0.23948102,0.289362,0.0,low_c
YDR388W,0.8075868,0.20657362,0.0,mid
YDR389W,0.47849768,0.33202454,2.0,mid
YDR390C,0.58317965,0.21516585,0.0,mid
YDR391C,0.6710441,0.31919247,6.0,mid
YDR392W,0.5817803,0.156783,0.0,mid
YDR393W,0.77513015,0.18839787,1.0,mid
YDR394W,0.948837,0.19856966,0.0,high_c
YDR395W,0.39339545,0.26008976,0.0,mid
YDR396W,0.31674078,0.38954782,5.0,low_c
YDR397C,0.69865084,0.36195558,1.0,mid
YDR398W,0.6283614,0.35435095,3.0,mid
YDR399W,0.608978,0.37989438,3.0,mid
YDR400W,0.7460652,0.21897869,1.0,mid
YDR401W,0.63456833,0.32291946,4.0,mid
YDR402C,0.96207225,0.26133436,1.0,high_c
YDR403W,0.9553133,0.31073597,2.0,high_c
YDR404C,0.80852133,0.23579767,3.0,mid
YDR405W,0.86587954,0.2017085,1.0,mid
YDR406W,0.6408716,0.5696335,20.0,mid
YDR406W-A,0.60963625,0.13315138,4.0,mid
YDR407C,0.6852526,0.26944873,0.0,mid
YDR408C,0.92993575,0.23860452,0.0,mid
YDR409W,0.53560287,0.34409487,1.0,mid
YDR410C,0.7179929,0.27023703,1.0,mid
YDR411C,0.8574443,0.27380052,3.0,mid
YDR412W,0.82228106,0.2992893,1.0,mid
YDR413C,0.31456017,0.3981944,5.0,low_c
YDR414C,0.8512864,0.25967142,0.0,mid
YDR415C,0.7707127,0.15942515,0.0,mid
YDR416W,0.5872903,0.3310665,4.0,mid
YDR417C,0.25796697,0.43285257,9.0,low_c
YDR418W,0.9458346,0.34172085,8.0,high_c
YDR419W,0.78742915,0.18157929,0.0,mid
YDR420W,0.3000189,0.42390805,5.0,low_c
YDR421W,0.58828306,0.2548209,0.0,mid
YDR422C,0.54110503,0.3010977,1.0,mid
YDR423C,0.70966786,0.2745014,2.0,mid
YDR424C,0.6465324,0.28081968,0.0,mid
YDR425W,0.35009325,0.37355015,4.0,low_c
YDR426C,0.24778542,0.34607425,4.0,low_c
YDR427W,0.89340705,0.20556389,0.0,mid
YDR428C,0.64150655,0.3103372,5.0,mid
YDR429C,0.83601624,0.23753174,2.0,mid
YDR430C,0.7182099,0.18827699,1.0,mid
YDR431W,0.30048755,0.3743462,5.0,low_c
YDR432W,0.9361944,0.16053374,0.0,mid
YDR433W,0.49444094,0.31553137,4.0,mid
YDR434W,0.90186113,0.24025989,1.0,mid
YDR435C,0.49408692,0.23607013,1.0,mid
YDR436W,0.32939243,0.31867868,1.0,low_c
YDR437W,0.59395915,0.33700585,2.0,mid
YDR438W,0.60664254,0.32066274,2.0,mid
YDR439W,0.3864381,0.22350855,0.0,mid
YDR440W,0.7584513,0.2679291,0.0,mid
YDR441C,0.80359143,0.33711746,5.0,mid
YDR442W,0.6322155,0.7081271,20.0,mid
YDR443C,0.89800596,0.25435457,0.0,mid
YDR444W,0.6262048,0.28429466,1.0,mid
YDR445C,0.62737626,0.3416936,4.0,mid
YDR446W,0.8863415,0.24101746,0.0,mid
YDR447C,0.7912868,0.4309775,14.0,mid
YDR448W,0.5843011,0.20538741,0.0,mid
YDR449C,0.7718205,0.46513966,9.0,mid
YDR450W,0.8223686,0.42517212,9.0,mid
YDR451C,0.89378446,0.30223194,3.0,mid
YDR452W,0.8520699,0.2241793,2.0,mid
YDR453C,0.4963735,0.75106394,27.0,mid
YDR454C,0.7344404,0.2453622,3.0,mid
YDR455C,0.51714367,0.31486782,7.0,mid
YDR456W,0.76650596,0.3544891,5.0,mid
YDR457W,0.5505733,0.20834877,0.0,mid
YDR458C,0.5917579,0.19782192,0.0,mid
YDR459C,0.5757971,0.21629962,0.0,mid
YDR460W,0.41046607,0.2482509,0.0,mid
YDR461C-A,0.6569646,0.65169895,24.0,mid
YDR461W,0.60381573,0.54632086,14.0,mid
YDR462W,0.87497187,0.25652948,1.0,mid
YDR463W,0.75611925,0.20523778,0.0,mid
YDR464C-A,0.5627438,0.43343842,7.0,mid
YDR464W,0.7949936,0.24536769,1.0,mid
YDR465C,0.8523236,0.39226362,7.0,mid
YDR466W,0.67616767,0.252852,0.0,mid
YDR467C,0.4264687,0.5191051,12.0,mid
YDR468C,0.6837686,0.2123541,0.0,mid
YDR469W,0.64077604,0.25323367,1.0,mid
YDR470C,0.86231333,0.26599813,0.0,mid
YDR471W,0.9525586,0.34894013,7.0,high_c
YDR472W,0.66892296,0.22375652,1.0,mid
YDR473C,0.68664396,0.2173405,0.0,mid
YDR475C,0.75859123,0.3556801,4.0,mid
YDR476C,0.8186309,0.60538626,21.0,mid
YDR477W,0.7345647,0.19173382,0.0,mid
YDR478W,0.840123,0.25599083,0.0,mid
YDR479C,0.85871303,0.21246856,0.0,mid
YDR480W,0.8250524,0.27542886,3.0,mid
YDR481C,0.90432215,0.3284876,10.0,mid
YDR482C,0.43416527,0.2680415,0.0,mid
YDR483W,0.96074516,0.17212549,0.0,high_c
YDR484W,0.32894483,0.31273094,1.0,low_c
YDR485C,0.7134974,0.28239366,0.0,mid
YDR486C,0.78454787,0.19073175,0.0,mid
YDR487C,0.86756337,0.3667981,2.0,mid
YDR488C,0.5994585,0.2748751,3.0,mid
YDR489W,0.72178507,0.26784658,1.0,mid
YDR490C,0.6286137,0.20392007,0.0,mid
YDR491C,0.556886,0.36410934,5.0,mid
YDR492W,0.69731355,0.37321734,6.0,mid
YDR493W,0.70353514,0.2261691,0.0,mid
YDR494W,0.80995566,0.26002178,5.0,mid
YDR495C,0.48187655,0.24553367,0.0,mid
YDR496C,0.59483826,0.35920712,7.0,mid
YDR497C,0.8782687,0.43216333,9.0,mid
YDR498C,0.7015405,0.15659913,0.0,mid
YDR499W,0.37361997,0.30355963,1.0,mid
YDR500C,0.88016456,0.46300167,14.0,mid
YDR501W,0.86981255,0.38594016,10.0,mid
YDR502C,0.96762365,0.43211448,10.0,high_c
YDR503C,0.61252946,0.25840455,0.0,mid
YDR504C,0.21359085,0.35705784,3.0,low_c
YDR505C,0.61178255,0.32364118,1.0,mid
YDR506C,0.8026928,0.2238141,0.0,mid
YDR507C,0.67945683,0.35973623,6.0,mid
YDR508C,0.82880574,0.23116581,2.0,mid
YDR509W,0.5073776,0.5406064,11.0,mid
YDR510C-A,0.14208631,0.59066474,16.0,low_c
YDR510W,0.8538061,0.41048545,12.0,mid
YDR511W,0.344838,0.28678852,1.0,low_c
YDR512C,0.0784758,0.38589725,3.0,low_c
YDR513W,0.8425351,0.6051264,22.0,mid
YDR514C,0.7383222,0.24361609,0.0,mid
YDR515W,0.7567076,0.2687201,0.0,mid
YDR516C,0.8650186,0.5278737,16.0,mid
YDR517W,0.9024659,0.26381698,4.0,mid
YDR518W,0.87466604,0.31682232,2.0,mid
YDR519W,0.8980332,0.39322913,6.0,mid
YDR520C,0.80912846,0.3219142,1.0,mid
YDR521W,0.68440807,0.34493575,6.0,mid
YDR522C,0.94358975,0.14183336,2.0,high_c
YDR523C,0.832312,0.3097736,4.0,mid
YDR524C,0.7124308,0.27832496,0.0,mid
YDR524C-A,0.28340486,0.43848807,7.0,low_c
YDR524C-B,0.73649377,0.509257,13.0,mid
YDR524W-C,0.41975805,0.8280663,37.0,mid
YDR525W,0.27427465,0.41493654,5.0,low_c
YDR525W-A,0.7328596,0.22085212,0.0,mid
YDR526C,0.5205119,0.42223215,6.0,mid
YDR527W,0.8801871,0.23683438,0.0,mid
YDR528W,0.74854976,0.37695283,3.0,mid
YDR529C,0.91124815,0.30695423,1.0,mid
YDR530C,0.49789143,0.211656,0.0,mid
YDR531W,0.48610428,0.274953,0.0,mid
YDR532C,0.45018375,0.21768916,0.0,mid
YDR533C,0.8167035,0.4955556,22.0,mid
YDR534C,0.79223764,2.2228277,94.0,mid
YDR535C,0.8699315,0.54360265,16.0,mid
YDR536W,0.9372539,0.30395842,6.0,mid
YDR537C,0.5894946,0.36021712,5.0,mid
YDR538W,0.6417715,0.19132443,0.0,mid
YDR539W,0.78077984,0.22450607,2.0,mid
YDR540C,0.28780475,0.40798146,9.0,low_c
YDR541C,0.7927293,0.26339442,0.0,mid
YDR542W,0.84547716,0.2949116,3.0,mid
YDR543C,0.9360923,0.06443685,2.0,mid
YDR544C,0.51687634,0.6490866,27.0,mid
YDR545C-A,0.77836525,0.0,0.0,mid
YDR545W,0.8683578,0.00033467056,0.0,mid
YIL001W,0.8634232,0.2746709,0.0,mid
YIL002C,0.8608838,0.23641475,1.0,mid
YIL002W-A,0.7639105,0.5050714,14.0,mid
YIL003W,0.6262591,0.23373823,0.0,mid
YIL004C,0.89529806,0.26825777,1.0,mid
YIL005W,0.78649884,0.18558973,0.0,mid
YIL006W,0.8641859,0.302755,2.0,mid
YIL007C,0.45818457,0.2680364,1.0,mid
YIL008W,0.626777,0.27214062,2.0,mid
YIL009C-A,0.93113023,0.2718934,0.0,mid
YIL009W,0.8280984,0.32865322,0.0,mid
YIL010W,0.64580494,0.22668692,0.0,mid
YIL011W,0.93298686,0.47295505,11.0,mid
YIL012W,0.9174451,0.3479262,3.0,mid
YIL013C,0.95353526,0.30647942,5.0,high_c
YIL014C-A,0.55184966,0.3790723,3.0,mid
YIL014W,0.78169733,0.20926331,0.0,mid
YIL015W,0.9633333,0.2676791,3.0,high_c
YIL016W,0.55766964,0.28654796,0.0,mid
YIL017C,0.6463331,0.34189352,3.0,mid
YIL018W,0.8484042,0.3563184,9.0,mid
YIL019W,0.59731287,0.49089807,14.0,mid
YIL020C,0.763025,0.20148048,1.0,mid
YIL020C-A,0.38863713,0.4108586,6.0,mid
YIL021C-A,0.5250115,0.38458326,8.0,mid
YIL021W,0.8857342,0.19253786,0.0,mid
YIL022W,0.8920685,0.17370172,0.0,mid
YIL023C,0.7419953,0.19257477,3.0,mid
YIL024C,0.77586806,0.28433943,3.0,mid
YIL025C,0.67617595,0.03932853,1.0,mid
YIL026C,0.42339447,0.27368987,4.0,mid
YIL027C,0.7618704,0.285839,4.0,mid
YIL028W,0.8305291,0.32638082,0.0,mid
YIL029C,0.8917949,0.3818049,8.0,mid
YIL029W-A,0.4802166,0.3485487,6.0,mid
YIL030C,0.7601906,0.22710057,0.0,mid
YIL030W-A,0.4601965,0.13052459,3.0,mid
YIL031W,0.80970055,0.32025093,3.0,mid
YIL032C,0.49567017,0.32592466,4.0,mid
YIL033C,0.9550091,0.24018127,0.0,high_c
YIL034C,0.8731695,0.22220592,0.0,mid
YIL035C,0.80112475,0.113733344,0.0,mid
YIL036W,0.8496545,0.3345135,3.0,mid
YIL037C,0.9149436,0.5306764,22.0,mid
YIL038C,0.74243474,0.2770299,0.0,mid
YIL039W,0.8796087,0.22337194,0.0,mid
YIL040W,0.5718441,0.20961179,0.0,mid
YIL041W,0.90352744,0.23766707,3.0,mid
YIL042C,0.52856034,0.25307107,2.0,mid
YIL043C,0.670525,0.2636541,0.0,mid
YIL044C,0.6652085,0.18862045,1.0,mid
YIL045W,0.9227088,0.3476123,6.0,mid
YIL046W,0.60526603,0.24891993,0.0,mid
YIL046W-A,0.74904543,0.43774047,13.0,mid
YIL047C,0.8778118,0.29959002,2.0,mid
YIL047C-A,0.7942208,0.2602321,3.0,mid
YIL048W,0.39348775,0.30291605,0.0,mid
YIL049W,0.61166984,0.22666606,1.0,mid
YIL050W,0.84783393,0.34714368,6.0,mid
YIL051C,0.953144,0.5042303,15.0,high_c
YIL052C,0.8886481,0.36634818,8.0,mid
YIL053W,0.9445203,0.32138744,2.0,high_c
YIL054W,0.56805384,0.1682453,4.0,mid
YIL055C,0.8983279,0.36724612,3.0,mid
YIL056W,0.8391491,0.38575357,5.0,mid
YIL057C,0.8902403,0.33827823,3.0,mid
YIL058W,0.74146104,0.41724253,9.0,mid
YIL059C,0.8105632,0.22400509,1.0,mid
YIL060W,0.6634381,0.28918412,5.0,mid
YIL061C,0.83980316,0.16940619,0.0,mid
YIL062C,0.89966685,0.37016046,1.0,mid
YIL063C,0.8554117,0.30310273,2.0,mid
YIL064W,0.63771415,0.3855507,6.0,mid
YIL065C,0.8380071,0.29239622,0.0,mid
YIL066C,0.9338637,0.37733257,4.0,mid
YIL066W-A,0.61670387,0.27316105,4.0,mid
YIL067C,0.7272531,0.15835258,0.0,mid
YIL068C,0.3823686,0.20511936,0.0,mid
YIL068W-A,0.5840397,0.33685178,5.0,mid
YIL069C,0.927982,0.33143237,7.0,mid
YIL070C,0.6164205,0.13006143,0.0,mid
YIL071C,0.6459075,0.27874297,1.0,mid
YIL071W-A,0.72030765,0.3841541,7.0,mid
YIL072W,0.8902208,0.25936392,1.0,mid
YIL073C,0.8940881,0.42923585,20.0,mid
YIL074C,0.9544929,0.2162303,1.0,high_c
YIL075C,0.8520921,0.22679463,0.0,mid
YIL076W,0.5082446,0.22640796,0.0,mid
YIL077C,0.7675225,0.2678668,2.0,mid
YIL078W,0.828545,0.26758114,1.0,mid
YIL079C,0.764759,0.37104848,8.0,mid
YIL082W,0.9289388,0.9971605,47.0,mid
YIL083C,0.9405215,0.16437584,0.0,mid
YIL084C,0.60061103,0.30211025,0.0,mid
YIL085C,0.8357328,0.24064547,1.0,mid
YIL086C,0.43180963,0.3354432,1.0,mid
YIL087C,0.6669457,0.29426312,5.0,mid
YIL088C,0.76445025,0.2925936,0.0,mid
YIL089W,0.6351668,0.22277771,1.0,mid
YIL090W,0.84440583,0.3012859,0.0,mid
YIL091C,0.6194012,0.38992321,6.0,mid
YIL092W,0.6942783,0.30295545,0.0,mid
YIL093C,0.798268,0.14775892,0.0,mid
YIL094C,0.84246856,0.24358962,1.0,mid
YIL095W,0.7171792,0.31460655,0.0,mid
YIL096C,0.4571844,0.42586598,9.0,mid
YIL097W,0.8004411,0.35898927,2.0,mid
YIL098C,0.40750933,0.2773611,0.0,mid
YIL099W,0.9640412,0.45669797,13.0,high_c
YIL100C-A,0.7245122,0.6367561,25.0,mid
YIL100W,0.2300646,0.47652555,8.0,low_c
YIL101C,0.83217674,0.8509986,44.0,mid
YIL102C,0.6005246,0.19453822,2.0,mid
YIL102C-A,0.8621151,0.3055311,0.0,mid
YIL103W,0.79379755,0.3174811,4.0,mid
YIL104C,0.85763514,0.3298154,1.0,mid
YIL105C,0.5298872,0.3022267,0.0,mid
YIL105W-A,0.5121922,0.35128942,8.0,mid
YIL106W,0.6191037,0.20610462,0.0,mid
YIL107C,0.76660365,0.2417866,0.0,mid
YIL108W,0.91419464,0.2673856,4.0,mid
YIL109C,0.70051664,0.20904946,0.0,mid
YIL110W,0.44244787,0.26175317,1.0,mid
YIL111W,0.8477251,0.45379472,11.0,mid
YIL112W,0.7778533,0.29019275,0.0,mid
YIL113W,0.7720173,0.5534219,19.0,mid
YIL114C,0.7750228,0.22285213,0.0,mid
YIL115C,0.71769345,0.22591351,1.0,mid
YIL115W-A,0.60071355,0.30221683,5.0,mid
YIL116W,0.9241584,0.52920824,27.0,mid
YIL117C,0.75411683,0.4901013,18.0,mid
YIL118W,0.8409792,0.2411757,0.0,mid
YIL119C,0.7842764,0.5146691,15.0,mid
YIL120W,0.73361117,0.21225141,5.0,mid
YIL121W,0.85286695,0.37338352,10.0,mid
YIL122W,0.47381496,0.2845682,5.0,mid
YIL123W,0.9509796,0.29680166,1.0,high_c
YIL124W,0.4701231,0.28971866,4.0,mid
YIL125W,0.8083438,0.30155435,2.0,mid
YIL126W,0.72548485,0.14141442,0.0,mid
YIL127C,0.7179976,0.39427978,10.0,mid
YIL128W,0.83010775,0.28190202,0.0,mid
YIL129C,0.77999437,0.21994323,0.0,mid
YIL130W,0.745918,0.33954957,0.0,mid
YIL131C,0.90565896,0.27413744,5.0,mid
YIL132C,0.74360096,0.2898262,2.0,mid
YIL133C,0.9424569,0.27024648,4.0,high_c
YIL134C-A,0.28088316,0.41914046,9.0,low_c
YIL134W,0.23798749,0.15844387,0.0,low_c
YIL135C,0.84654504,0.25663745,1.0,mid
YIL136W,0.7401946,0.553712,23.0,mid
YIL137C,0.8784452,0.19116636,0.0,mid
YIL138C,0.7626824,0.24519363,2.0,mid
YIL139C,0.6146366,0.20518832,0.0,mid
YIL140W,0.7674785,0.38554722,5.0,mid
YIL141W,0.608107,0.49531734,19.0,mid
YIL142C-A,0.37922105,0.42325607,5.0,mid
YIL142W,0.9721591,0.23629089,1.0,high_c
YIL143C,0.61929953,0.23719132,1.0,mid
YIL144W,0.72739494,0.3103611,1.0,mid
YIL145C,0.8225562,0.18599804,1.0,mid
YIL146C,0.80742747,0.38352087,9.0,mid
YIL147C,0.67222774,0.21693924,0.0,mid
YIL148W,0.91655356,0.53010726,22.0,mid
YIL149C,0.68349266,0.2099411,0.0,mid
YIL150C,0.74861324,0.2790894,0.0,mid
YIL151C,0.4478679,0.38182285,0.0,mid
YIL152W,0.5166528,0.1576302,0.0,mid
YIL153W,0.8334618,0.1429782,0.0,mid
YIL154C,0.899707,0.26021683,0.0,mid
YIL155C,0.7841839,0.36846578,10.0,mid
YIL156W,0.6081797,0.24339226,0.0,mid
YIL156W-A,0.40336254,0.42272338,4.0,mid
YIL156W-B,0.30968335,0.3051569,1.0,low_c
YIL157C,0.7656441,0.21848771,0.0,mid
YIL158W,0.70450175,0.30049327,2.0,mid
YIL159W,0.578283,0.3996836,1.0,mid
YIL160C,0.90054095,0.49915045,15.0,mid
YIL161W,0.79326886,0.30299672,2.0,mid
YIL162W,0.9488827,0.3057149,3.0,high_c
YIL163C,0.2461991,0.39630118,5.0,low_c
YIL164C,0.5120465,0.49050623,21.0,mid
YIL165C,0.64214736,0.5439417,24.0,mid
YIL166C,0.9165456,0.22762507,0.0,mid
YIL169C,0.8074816,0.5417744,17.0,mid
YIL171W-A,0.72685766,0.0,0.0,mid
YIL172C,0.9532095,0.0,0.0,high_c
YIL173W,0.8623828,0.10281182,0.0,mid
YIL176C,0.8681064,0.0,0.0,mid
YIL177C,0.8677355,0.01594563,0.0,mid
YIL177W-A,0.9028246,0.0,0.0,mid
YIR001C,0.71773213,0.15707916,0.0,mid
YIR002C,0.8409867,0.22803769,0.0,mid
YIR003W,0.64513195,0.14400177,0.0,mid
YIR004W,0.8460153,0.15314084,0.0,mid
YIR005W,0.59051627,0.4918136,9.0,mid
YIR006C,0.46641573,0.21502008,0.0,mid
YIR007W,0.7055173,0.2990442,0.0,mid
YIR008C,0.71649945,0.20949583,0.0,mid
YIR009W,0.66496277,0.17316538,0.0,mid
YIR010W,0.80779445,0.24254586,1.0,mid
YIR011C,0.7010287,0.24003305,0.0,mid
YIR012W,0.8518804,0.26250505,2.0,mid
YIR013C,0.9635057,0.3699865,9.0,high_c
YIR014W,0.8390959,0.2824031,1.0,mid
YIR015W,0.34786797,0.22629316,1.0,low_c
YIR016W,0.8087421,0.3972487,8.0,mid
YIR017C,0.40892288,0.5084162,15.0,mid
YIR017W-A,0.37350437,0.42763066,10.0,mid
YIR018C-A,0.7378859,0.4577796,13.0,mid
YIR018W,0.7990634,0.478358,12.0,mid
YIR019C,0.3346708,0.624125,19.0,low_c
YIR020C,0.8715361,0.0,0.0,mid
YIR020C-B,0.62710774,0.24767733,4.0,mid
YIR020W-A,0.73567027,0.25558284,5.0,mid
YIR021W,0.82840544,0.19018498,0.0,mid
YIR021W-A,0.62794924,0.33989257,7.0,mid
YIR022W,0.622218,0.25140142,1.0,mid
YIR023C-A,0.47274253,0.47377875,6.0,mid
YIR023W,0.6256793,0.37439555,1.0,mid
YIR024C,0.51713914,0.20318995,0.0,mid
YIR025W,0.62653404,0.2272736,0.0,mid
YIR026C,0.38640955,0.34499654,3.0,mid
YIR027C,0.9612624,0.28244212,6.0,high_c
YIR028W,0.8534665,0.2925371,5.0,mid
YIR029W,0.60579544,0.26620886,1.0,mid
YIR030C,0.25805467,0.365067,6.0,low_c
YIR030W-A,0.4899619,0.42004827,5.0,mid
YIR031C,0.877875,0.31604227,1.0,mid
YIR032C,0.81112885,0.38566586,5.0,mid
YIR033W,0.7478042,0.33620232,1.0,mid
YIR034C,0.8478527,0.6228961,25.0,mid
YIR035C,0.8833206,0.39535674,6.0,mid
YIR036C,0.6578075,0.2941972,2.0,mid
YIR036W-A,0.7634655,0.3193233,4.0,mid
YIR037W,0.8685604,0.3390243,4.0,mid
YIR038C,0.87389255,0.4010926,7.0,mid
YIR039C,0.9335771,0.50444776,16.0,mid
YIR040C,0.64985645,0.02451231,0.0,mid
YIR041W,0.87806785,0.28094584,3.0,mid
YIR042C,0.58540857,0.42282405,10.0,mid
YEL001C,0.7631671,0.21489829,1.0,mid
YEL002C,0.9113795,0.16537769,1.0,mid
YEL003W,0.76689154,0.4069477,13.0,mid
YEL004W,0.7850038,0.22737469,0.0,mid
YEL005C,0.74668056,0.22917959,1.0,mid
YEL006W,0.5816393,0.19989695,0.0,mid
YEL007W,0.91978586,0.34172323,1.0,mid
YEL008C-A,0.7265943,0.34382886,7.0,mid
