gene,cross_weight,iaa_mean_sens,iaa_breadth,c_group
YDR501W,0.8346761,0.38594016,10.0,mid
YDR502C,0.9596238,0.43211448,10.0,high_c
YDR503C,0.75488937,0.25840455,0.0,mid
YDR504C,0.44160208,0.35705784,3.0,mid
YDR505C,0.90571684,0.32364118,1.0,mid
YDR506C,0.8158868,0.2238141,0.0,mid
YDR507C,0.83771104,0.35973623,6.0,mid
YDR508C,0.7802147,0.23116581,2.0,mid
YDR509W,0.49850506,0.5406064,11.0,mid
YDR510C-A,0.26309928,0.59066474,16.0,low_c
YDR510W,0.8243068,0.41048545,12.0,mid
YDR511W,0.41755474,0.28678852,1.0,mid
YDR512C,0.40676236,0.38589725,3.0,mid
YDR513W,0.7456652,0.6051264,22.0,mid
YDR514C,0.9350364,0.24361609,0.0,mid
YDR515W,0.87039965,0.2687201,0.0,mid
YDR516C,0.8724999,0.5278737,16.0,mid
YDR517W,0.89142114,0.26381698,4.0,mid
YDR518W,0.8942224,0.31682232,2.0,mid
YDR519W,0.937419,0.39322913,6.0,mid
YDR520C,0.8442597,0.3219142,1.0,mid
YDR521W,0.5133258,0.34493575,6.0,mid
YDR522C,0.81860286,0.14183336,2.0,mid
YDR523C,0.79366934,0.3097736,4.0,mid
YDR524C,0.6450528,0.27832496,0.0,mid
YDR524C-A,0.20438297,0.43848807,7.0,low_c
YDR524C-B,0.7451172,0.509257,13.0,mid
YDR524W-C,0.28858534,0.8280663,37.0,low_c
YDR525W,0.28864795,0.41493654,5.0,low_c
YDR525W-A,0.69701105,0.22085212,0.0,mid
YDR526C,0.32528493,0.42223215,6.0,low_c
YDR527W,0.892933,0.23683438,0.0,mid
YDR528W,0.9001647,0.37695283,3.0,mid
YDR529C,0.97201127,0.30695423,1.0,high_c
YDR530C,0.64024484,0.211656,0.0,mid
YDR531W,0.78275335,0.274953,0.0,mid
YDR532C,0.8259638,0.21768916,0.0,mid
YDR533C,0.9602463,0.4955556,22.0,high_c
YDR534C,0.9315936,2.2228277,94.0,mid
YDR535C,0.51623195,0.54360265,16.0,mid
YDR536W,0.78294075,0.30395842,6.0,mid
YDR537C,0.538824,0.36021712,5.0,mid
YDR538W,0.7091896,0.19132443,0.0,mid
YDR539W,0.89704704,0.22450607,2.0,mid
YDR540C,0.7040345,0.40798146,9.0,mid
YDR541C,0.535661,0.26339442,0.0,mid
YDR542W,0.88555896,0.2949116,3.0,mid
YDR543C,0.6726328,0.06443685,2.0,mid
YDR544C,0.36307222,0.6490866,27.0,low_c
YDR545C-A,0.5529229,0.0,0.0,mid
YDR545W,0.62875706,0.00033467056,0.0,mid
YIL001W,0.9141755,0.2746709,0.0,mid
YIL002C,0.89997834,0.23641475,1.0,mid
YIL002W-A,0.6285725,0.5050714,14.0,mid
YIL003W,0.43640476,0.23373823,0.0,mid
YIL004C,0.8446078,0.26825777,1.0,mid
YIL005W,0.5365597,0.18558973,0.0,mid
YIL006W,0.70592344,0.302755,2.0,mid
YIL007C,0.56945664,0.2680364,1.0,mid
YIL008W,0.7805675,0.27214062,2.0,mid
YIL009C-A,0.88973045,0.2718934,0.0,mid
YIL009W,0.76126546,0.32865322,0.0,mid
YIL010W,0.6778872,0.22668692,0.0,mid
YIL011W,0.7187212,0.47295505,11.0,mid
YIL012W,0.6682282,0.3479262,3.0,mid
YIL013C,0.7808616,0.30647942,5.0,mid
YIL014C-A,0.8465795,0.3790723,3.0,mid
YIL014W,0.94869107,0.20926331,0.0,mid
YIL015W,0.71828467,0.2676791,3.0,mid
YIL016W,0.6468304,0.28654796,0.0,mid
YIL017C,0.699954,0.34189352,3.0,mid
YIL018W,0.87143,0.3563184,9.0,mid
YIL019W,0.7143594,0.49089807,14.0,mid
YIL020C,0.72258294,0.20148048,1.0,mid
YIL020C-A,0.290923,0.4108586,6.0,low_c
YIL021C-A,0.43611783,0.38458326,8.0,mid
YIL021W,0.93000203,0.19253786,0.0,mid
YIL022W,0.9216054,0.17370172,0.0,mid
YIL023C,0.7543358,0.19257477,3.0,mid
YIL024C,0.71624804,0.28433943,3.0,mid
YIL025C,0.57148814,0.03932853,1.0,mid
YIL026C,0.7687661,0.27368987,4.0,mid
YIL027C,0.735443,0.285839,4.0,mid
YIL028W,0.740921,0.32638082,0.0,mid
YIL029C,0.8594407,0.3818049,8.0,mid
YIL029W-A,0.51741683,0.3485487,6.0,mid
YIL030C,0.92733496,0.22710057,0.0,mid
YIL030W-A,0.53452736,0.13052459,3.0,mid
YIL031W,0.92155415,0.32025093,3.0,mid
YIL032C,0.34408414,0.32592466,4.0,low_c
YIL033C,0.94510573,0.24018127,0.0,mid
YIL034C,0.7649405,0.22220592,0.0,mid
YIL035C,0.94288284,0.113733344,0.0,mid
YIL036W,0.91486734,0.3345135,3.0,mid
YIL037C,0.78404224,0.5306764,22.0,mid
YIL038C,0.8845905,0.2770299,0.0,mid
YIL039W,0.7847899,0.22337194,0.0,mid
YIL040W,0.80617636,0.20961179,0.0,mid
YIL041W,0.9235583,0.23766707,3.0,mid
YIL042C,0.822251,0.25307107,2.0,mid
YIL043C,0.8908115,0.2636541,0.0,mid
YIL044C,0.86100674,0.18862045,1.0,mid
YIL045W,0.7923144,0.3476123,6.0,mid
YIL046W,0.876914,0.24891993,0.0,mid
YIL046W-A,0.8677111,0.43774047,13.0,mid
YIL047C,0.84436435,0.29959002,2.0,mid
YIL047C-A,0.5438802,0.2602321,3.0,mid
YIL048W,0.28539997,0.30291605,0.0,low_c
YIL049W,0.73784184,0.22666606,1.0,mid
YIL050W,0.80902493,0.34714368,6.0,mid
YIL051C,0.94321764,0.5042303,15.0,mid
YIL052C,0.921381,0.36634818,8.0,mid
YIL053W,0.9143141,0.32138744,2.0,mid
YIL054W,0.5360398,0.1682453,4.0,mid
YIL055C,0.84797215,0.36724612,3.0,mid
YIL056W,0.65639096,0.38575357,5.0,mid
YIL057C,0.84871954,0.33827823,3.0,mid
YIL058W,0.64847773,0.41724253,9.0,mid
YIL059C,0.78419995,0.22400509,1.0,mid
YIL060W,0.359837,0.28918412,5.0,low_c
YIL061C,0.9488992,0.16940619,0.0,mid
YIL062C,0.9611792,0.37016046,1.0,high_c
YIL063C,0.8322503,0.30310273,2.0,mid
YIL064W,0.65765244,0.3855507,6.0,mid
YIL065C,0.9194703,0.29239622,0.0,mid
YIL066C,0.78334534,0.37733257,4.0,mid
YIL066W-A,0.53438026,0.27316105,4.0,mid
YIL067C,0.9250937,0.15835258,0.0,mid
YIL068C,0.6969453,0.20511936,0.0,mid
YIL068W-A,0.3833525,0.33685178,5.0,mid
YIL069C,0.9533756,0.33143237,7.0,mid
YIL070C,0.9500119,0.13006143,0.0,mid
YIL071C,0.7673909,0.27874297,1.0,mid
YIL071W-A,0.49723935,0.3841541,7.0,mid
YIL072W,0.8212388,0.25936392,1.0,mid
YIL073C,0.79783,0.42923585,20.0,mid
YIL074C,0.9640743,0.2162303,1.0,high_c
YIL075C,0.9243023,0.22679463,0.0,mid
YIL076W,0.65047354,0.22640796,0.0,mid
YIL077C,0.7616404,0.2678668,2.0,mid
YIL078W,0.9453819,0.26758114,1.0,mid
YIL079C,0.83014584,0.37104848,8.0,mid
YIL082W,0.71995115,0.9971605,47.0,mid
YIL083C,0.9036386,0.16437584,0.0,mid
YIL084C,0.8164916,0.30211025,0.0,mid
YIL085C,0.8397473,0.24064547,1.0,mid
YIL086C,0.3437896,0.3354432,1.0,low_c
YIL087C,0.7515364,0.29426312,5.0,mid
YIL088C,0.9379716,0.2925936,0.0,mid
YIL089W,0.7056732,0.22277771,1.0,mid
YIL090W,0.8893353,0.3012859,0.0,mid
YIL091C,0.785071,0.38992321,6.0,mid
YIL092W,0.55229,0.30295545,0.0,mid
YIL093C,0.87189287,0.14775892,0.0,mid
YIL094C,0.93542165,0.24358962,1.0,mid
YIL095W,0.6800633,0.31460655,0.0,mid
YIL096C,0.45384294,0.42586598,9.0,mid
YIL097W,0.81164443,0.35898927,2.0,mid
YIL098C,0.85586375,0.2773611,0.0,mid
YIL099W,0.77385634,0.45669797,13.0,mid
YIL100C-A,0.41818637,0.6367561,25.0,mid
YIL100W,0.40892172,0.47652555,8.0,mid
YIL101C,0.8500512,0.8509986,44.0,mid
YIL102C,0.6820665,0.19453822,2.0,mid
YIL102C-A,0.8677641,0.3055311,0.0,mid
YIL103W,0.9623921,0.3174811,4.0,high_c
YIL104C,0.9550379,0.3298154,1.0,mid
YIL105C,0.62248975,0.3022267,0.0,mid
YIL105W-A,0.3634567,0.35128942,8.0,low_c
YIL106W,0.57235175,0.20610462,0.0,mid
YIL107C,0.54207593,0.2417866,0.0,mid
YIL108W,0.9011383,0.2673856,4.0,mid
YIL109C,0.5017055,0.20904946,0.0,mid
YIL110W,0.45395574,0.26175317,1.0,mid
YIL111W,0.8647356,0.45379472,11.0,mid
YIL112W,0.8453548,0.29019275,0.0,mid
YIL113W,0.82740736,0.5534219,19.0,mid
YIL114C,0.9570976,0.22285213,0.0,high_c
YIL115C,0.7408439,0.22591351,1.0,mid
YIL115W-A,0.3414817,0.30221683,5.0,low_c
YIL116W,0.88132495,0.52920824,27.0,mid
YIL117C,0.8788397,0.4901013,18.0,mid
YIL118W,0.83241147,0.2411757,0.0,mid
YIL119C,0.7862884,0.5146691,15.0,mid
YIL120W,0.6646926,0.21225141,5.0,mid
YIL121W,0.89852077,0.37338352,10.0,mid
YIL122W,0.73814255,0.2845682,5.0,mid
YIL123W,0.9671553,0.29680166,1.0,high_c
YIL124W,0.8708289,0.28971866,4.0,mid
YIL125W,0.9072343,0.30155435,2.0,mid
YIL126W,0.8339533,0.14141442,0.0,mid
YIL127C,0.8590989,0.39427978,10.0,mid
YIL128W,0.8702769,0.28190202,0.0,mid
YIL129C,0.7742307,0.21994323,0.0,mid
YIL130W,0.7891578,0.33954957,0.0,mid
YIL131C,0.8881307,0.27413744,5.0,mid
YIL132C,0.8562129,0.2898262,2.0,mid
YIL133C,0.9098446,0.27024648,4.0,mid
YIL134C-A,0.4091457,0.41914046,9.0,mid
YIL134W,0.5676621,0.15844387,0.0,mid
YIL135C,0.9360319,0.25663745,1.0,mid
YIL136W,0.7665667,0.553712,23.0,mid
YIL137C,0.853412,0.19116636,0.0,mid
YIL138C,0.8298364,0.24519363,2.0,mid
YIL139C,0.8598455,0.20518832,0.0,mid
YIL140W,0.922019,0.38554722,5.0,mid
YIL141W,0.39205778,0.49531734,19.0,mid
YIL142C-A,0.48674783,0.42325607,5.0,mid
YIL142W,0.98590916,0.23629089,1.0,high_c
YIL143C,0.6604907,0.23719132,1.0,mid
YIL144W,0.85497904,0.3103611,1.0,mid
YIL145C,0.808896,0.18599804,1.0,mid
YIL146C,0.87477565,0.38352087,9.0,mid
YIL147C,0.8096957,0.21693924,0.0,mid
YIL148W,0.8162483,0.53010726,22.0,mid
YIL149C,0.8283512,0.2099411,0.0,mid
YIL150C,0.85886234,0.2790894,0.0,mid
YIL151C,0.61169803,0.38182285,0.0,mid
YIL152W,0.30754519,0.1576302,0.0,low_c
YIL153W,0.8940903,0.1429782,0.0,mid
YIL154C,0.8114254,0.26021683,0.0,mid
YIL155C,0.7340072,0.36846578,10.0,mid
YIL156W,0.7129838,0.24339226,0.0,mid
YIL156W-A,0.39226767,0.42272338,4.0,mid
YIL156W-B,0.5539761,0.3051569,1.0,mid
YIL157C,0.83622676,0.21848771,0.0,mid
YIL158W,0.83293164,0.30049327,2.0,mid
YIL159W,0.5314962,0.3996836,1.0,mid
YIL160C,0.760847,0.49915045,15.0,mid
YIL161W,0.9546353,0.30299672,2.0,mid
YIL162W,0.7915711,0.3057149,3.0,mid
YIL163C,0.45205912,0.39630118,5.0,mid
YIL164C,0.78456116,0.49050623,21.0,mid
YIL165C,0.71173245,0.5439417,24.0,mid
YIL166C,0.6864378,0.22762507,0.0,mid
YIL169C,0.6509588,0.5417744,17.0,mid
YIL171W-A,0.6945479,0.0,0.0,mid
YIL172C,0.80271155,0.0,0.0,mid
YIL173W,0.48580676,0.10281182,0.0,mid
YIL176C,0.9133533,0.0,0.0,mid
YIL177C,0.6387895,0.01594563,0.0,mid
YIL177W-A,0.63534594,0.0,0.0,mid
YIR001C,0.55425537,0.15707916,0.0,mid
YIR002C,0.78203595,0.22803769,0.0,mid
YIR003W,0.8203231,0.14400177,0.0,mid
YIR004W,0.94043493,0.15314084,0.0,mid
YIR005W,0.4661842,0.4918136,9.0,mid
YIR006C,0.2755775,0.21502008,0.0,low_c
YIR007W,0.52379936,0.2990442,0.0,mid
YIR008C,0.7952252,0.20949583,0.0,mid
YIR009W,0.6282981,0.17316538,0.0,mid
YIR010W,0.9397849,0.24254586,1.0,mid
YIR011C,0.81306916,0.24003305,0.0,mid
YIR012W,0.9701637,0.26250505,2.0,high_c
YIR013C,0.6597558,0.3699865,9.0,mid
YIR014W,0.8270913,0.2824031,1.0,mid
YIR015W,0.4643111,0.22629316,1.0,mid
YIR016W,0.8347225,0.3972487,8.0,mid
YIR017C,0.9119066,0.5084162,15.0,mid
YIR017W-A,0.38210964,0.42763066,10.0,mid
YIR018C-A,0.82529664,0.4577796,13.0,mid
YIR018W,0.85240483,0.478358,12.0,mid
YIR019C,0.49607974,0.624125,19.0,mid
YIR020C,0.64658314,0.0,0.0,mid
YIR020C-B,0.4293655,0.24767733,4.0,mid
YIR020W-A,0.43297654,0.25558284,5.0,mid
YIR021W,0.8176267,0.19018498,0.0,mid
YIR021W-A,0.41539747,0.33989257,7.0,mid
YIR022W,0.7378351,0.25140142,1.0,mid
YIR023C-A,0.24850093,0.47377875,6.0,low_c
YIR023W,0.6432881,0.37439555,1.0,mid
YIR024C,0.6702105,0.20318995,0.0,mid
YIR025W,0.6358301,0.2272736,0.0,mid
YIR026C,0.6411676,0.34499654,3.0,mid
YIR027C,0.76654005,0.28244212,6.0,mid
YIR028W,0.63015676,0.2925371,5.0,mid
YIR029W,0.56124127,0.26620886,1.0,mid
YIR030C,0.70560735,0.365067,6.0,mid
YIR030W-A,0.37660784,0.42004827,5.0,low_c
YIR031C,0.7893879,0.31604227,1.0,mid
YIR032C,0.6409501,0.38566586,5.0,mid
YIR033W,0.7478415,0.33620232,1.0,mid
YIR034C,0.6907952,0.6228961,25.0,mid
YIR035C,0.9121557,0.39535674,6.0,mid
YIR036C,0.8661054,0.2941972,2.0,mid
YIR036W-A,0.6088373,0.3193233,4.0,mid
YIR037W,0.8917773,0.3390243,4.0,mid
YIR038C,0.87830037,0.4010926,7.0,mid
YIR039C,0.79504263,0.50444776,16.0,mid
YIR040C,0.54852116,0.02451231,0.0,mid
YIR041W,0.901548,0.28094584,3.0,mid
YIR042C,0.39189887,0.42282405,10.0,mid
YEL001C,0.9003913,0.21489829,1.0,mid
YEL002C,0.7957752,0.16537769,1.0,mid
YEL003W,0.93398106,0.4069477,13.0,mid
YEL004W,0.46824607,0.22737469,0.0,mid
YEL005C,0.4755615,0.22917959,1.0,mid
YEL006W,0.84883744,0.19989695,0.0,mid
YEL007W,0.7342996,0.34172323,1.0,mid
YEL008C-A,0.79634535,0.34382886,7.0,mid
YEL008W,0.57535946,0.37908882,7.0,mid
YEL009C,0.7909875,0.5519801,17.0,mid
YEL009C-A,0.76543504,0.3464054,4.0,mid
YEL010W,0.43259192,0.14353628,1.0,mid
YEL011W,0.55418515,0.81158453,41.0,mid
YEL012W,0.95275646,0.36608255,1.0,mid
YEL013W,0.9744596,0.25962058,1.0,high_c
YEL014C,0.30612844,0.4936337,9.0,low_c
YEL015W,0.9334781,0.20044519,0.0,mid
YEL016C,0.87622553,0.18111117,1.0,mid
YEL017C-A,0.63696194,0.7898881,40.0,mid
YEL017W,0.7667792,0.15940379,0.0,mid
YEL018C-A,0.28373602,0.3599478,5.0,low_c
YEL018W,0.73357284,0.2969082,4.0,mid
YEL019C,0.7151706,0.27140102,0.0,mid
YEL020C,0.7269933,0.28547612,2.0,mid
YEL020C-B,0.36679906,0.52176005,16.0,low_c
YEL020W-A,0.40812096,0.394006,8.0,mid
YEL021W,0.3266478,0.6700297,14.0,low_c
YEL022W,0.84487987,0.2777086,1.0,mid
YEL023C,0.8265145,0.4048466,3.0,mid
YEL024W,0.9454054,0.5372151,22.0,mid
YEL025C,0.80528724,0.30612287,0.0,mid
YEL026W,0.9524354,0.39664808,5.0,mid
YEL027W,0.9440641,0.20987557,0.0,mid
YEL028W,0.7459418,0.25599104,0.0,mid
YEL029C,0.7635975,0.26643297,0.0,mid
YEL030C-A,0.54644835,0.27489462,4.0,mid
YEL030W,0.6976576,0.28911552,0.0,mid
YEL031W,0.7440496,0.23302276,1.0,mid
YEL032C-A,0.49619275,0.5627934,10.0,mid
YEL032W,0.6992373,0.2459821,0.0,mid
YEL033W,0.37688693,0.6866802,33.0,low_c
YEL034C-A,0.21008533,0.5537813,9.0,low_c
YEL034W,0.9101899,0.2980818,5.0,mid
YEL035C,0.33499745,0.45619264,10.0,low_c
YEL036C,0.9651145,0.19291219,0.0,high_c
YEL037C,0.920157,0.17914328,1.0,mid
YEL038W,0.5387789,0.26994738,4.0,mid
YEL039C,0.87195534,0.8571146,37.0,mid
YEL040W,0.9365643,0.36664927,7.0,mid
YEL041W,0.620997,0.28908375,0.0,mid
YEL042W,0.99158984,0.2173983,1.0,high_c
YEL043W,0.7694132,0.29123536,0.0,mid
YEL044W,0.8771317,0.29140761,0.0,mid
YEL045C,0.5309711,0.71895546,33.0,mid
YEL046C,0.95119005,0.40100998,10.0,mid
YEL047C,0.8687498,0.4319109,10.0,mid
YEL048C,0.3207469,0.31776422,1.0,low_c
YEL049W,0.8301001,0.41353935,12.0,mid
YEL050C,0.78580934,0.21493065,0.0,mid
YEL050W-A,0.21404617,0.50122565,5.0,low_c
YEL051W,0.91942304,0.21406347,1.0,mid
YEL052W,0.85212326,0.30887792,6.0,mid
YEL053C,0.960382,0.24699494,0.0,high_c
YEL053W-A,0.37694874,0.46964487,7.0,low_c
YEL054C,0.93553686,0.34939718,6.0,mid
YEL055C,0.7846885,0.25541854,1.0,mid
YEL056W,0.7311863,0.18372409,1.0,mid
YEL057C,0.7141628,0.37250867,6.0,mid
YEL058W,0.875915,0.2261214,1.0,mid
YEL059C-A,0.6620956,0.41039693,8.0,mid
YEL059W,0.6163692,0.70079976,25.0,mid
YEL060C,0.9580326,0.4515277,10.0,high_c
YEL061C,0.928535,0.34387824,3.0,mid
YEL062W,0.6881627,0.27224764,0.0,mid
YEL063C,0.957265,0.36362097,6.0,high_c
YEL064C,0.5964645,0.26957962,0.0,mid
YEL065W,0.9009627,1.2758013,49.0,mid
YEL066W,0.5084485,0.31837335,5.0,mid
YEL067C,0.75792474,0.36878508,9.0,mid
YEL068C,0.58242196,0.1933195,0.0,mid
YEL069C,0.7805745,0.24349777,6.0,mid
YEL070W,0.75615513,0.18758267,2.0,mid
YEL071W,0.9758756,0.37151718,5.0,high_c
YEL072W,0.9066314,0.25717375,3.0,mid
YEL073C,0.8480885,0.6221228,23.0,mid
YEL074W,0.26019728,0.49347863,12.0,low_c
YEL075C,0.49991038,0.26444694,0.0,mid
YEL075W-A,0.63172305,0.13140507,3.0,mid
YEL076C,0.6372563,0.21727148,0.0,mid
YEL076C-A,0.621022,0.0,0.0,mid
YEL077C,0.30296564,0.3290963,1.0,low_c
YEL077W-A,0.58471215,0.41433024,5.0,mid
YER001W,0.9201185,0.39079744,10.0,mid
YER002W,0.9202101,0.35761562,4.0,mid
YER003C,0.94306344,0.30539414,0.0,mid
YER004W,0.9363179,0.25561988,1.0,mid
YER005W,0.4354171,0.21955939,0.0,mid
YER006C-A,0.5272356,0.4869886,10.0,mid
YER006W,0.97943854,0.38665402,8.0,high_c
YER007C-A,0.92177945,0.25157204,1.0,mid
YER007W,0.7420362,0.4001771,8.0,mid
YER008C,0.7133314,0.19577377,0.0,mid
YER009W,0.825543,0.33634892,3.0,mid
YER010C,0.89962924,0.23253027,0.0,mid
YER011W,0.84598416,0.98776245,41.0,mid
YER012W,0.8588551,0.19308892,0.0,mid
YER013W,0.5950035,0.3042578,1.0,mid
YER014C-A,0.5442654,0.42400223,4.0,mid
YER014W,0.9516734,0.19502008,0.0,mid
YER015W,0.6010938,0.2775443,3.0,mid
YER016W,0.6826037,0.24361649,2.0,mid
YER017C,0.6557439,0.16376473,0.0,mid
YER018C,0.7788058,0.29694214,0.0,mid
YER019C-A,0.7921753,0.37276202,10.0,mid
YER019W,0.95055467,0.19258364,0.0,mid
YER020W,0.9279102,0.22003998,0.0,mid
YER021W,0.89549273,0.19100901,0.0,mid
YER022W,0.6761784,0.1950825,0.0,mid
YER023C-A,0.47424433,0.6880304,26.0,mid
YER023W,0.9574316,0.2753232,1.0,high_c
YER024W,0.8259105,0.61280787,20.0,mid
YER025W,0.96339625,0.2559443,2.0,high_c
YER026C,0.8605767,0.3905256,7.0,mid
YER027C,0.7945765,0.17530888,0.0,mid
YER028C,0.8908753,0.43962803,10.0,mid
YER029C,0.82144326,0.20898461,0.0,mid
YER030W,0.7775479,0.25111613,1.0,mid
YER031C,0.9085145,0.1612743,0.0,mid
YER032W,0.7361224,0.35972103,4.0,mid
YER033C,0.7377043,0.36553705,6.0,mid
YER034W,0.50705457,0.19406475,1.0,mid
YER035W,0.6418115,0.34436163,2.0,mid
YER036C,0.8407313,0.27027634,1.0,mid
YER037W,0.83847165,0.6079153,26.0,mid
YER038C,0.66639996,0.24856123,0.0,mid
YER038W-A,0.70921177,0.30985823,2.0,mid
YER039C,0.71409464,0.41220602,6.0,mid
YER039C-A,0.6989296,0.43719676,12.0,mid
YER040W,0.93488324,0.40320265,4.0,mid
YER041W,0.65935344,0.2568719,0.0,mid
YER042W,0.7821637,0.4593049,12.0,mid
YER043C,0.9727183,0.209299,1.0,high_c
YER044C,0.8658694,0.46150628,14.0,mid
YER044C-A,0.52473724,0.33163682,3.0,mid
YER045C,0.8749695,0.3270471,2.0,mid
YER046W,0.7634622,0.37440878,6.0,mid
YER046W-A,0.38564906,0.370443,4.0,mid
YER047C,0.8103885,0.32897556,0.0,mid
YER048C,0.86149395,0.16561896,0.0,mid
YER048W-A,0.8496854,0.36815876,6.0,mid
YER049W,0.9454111,0.289175,0.0,mid
YER050C,0.90615946,0.21752039,1.0,mid
YER051W,0.8709423,0.21048887,0.0,mid
YER052C,0.98309314,0.5163585,20.0,high_c
YER053C,0.6283983,0.69718564,31.0,mid
YER053C-A,0.25378075,1.4729946,68.0,low_c
YER054C,0.52270275,0.6837167,28.0,mid
YER055C,0.9626553,0.39547524,16.0,high_c
YER056C,0.97429955,0.4101641,8.0,high_c
YER056C-A,0.8209817,0.3467491,4.0,mid
YER057C,0.9385428,0.47905368,10.0,mid
YER058W,0.80826473,0.40869486,6.0,mid
YER059W,0.8946007,0.22494367,0.0,mid
YER060W,0.79877913,0.31356525,1.0,mid
YER060W-A,0.7966085,0.4007366,5.0,mid
YER061C,0.86052537,0.30640683,3.0,mid
YER062C,0.94149846,0.6024865,21.0,mid
YER063W,0.8535796,0.24196213,1.0,mid
YER064C,0.93173397,0.40444556,6.0,mid
YER065C,0.94553244,0.30380464,2.0,mid
YER066C-A,0.5142996,0.3811385,7.0,mid
YER066W,0.54346234,0.38339013,3.0,mid
YER067C-A,0.18820481,0.5128761,8.0,low_c
YER067W,0.8671872,0.8913998,38.0,mid
YER068C-A,0.5100262,0.38337758,7.0,mid
YER068W,0.93392116,0.28527048,0.0,mid
YER069W,0.30576098,0.70453537,30.0,low_c
YER070W,0.9594494,0.50581145,14.0,high_c
YER071C,0.7517885,0.2683531,0.0,mid
YER072W,0.8580026,0.39435914,9.0,mid
YER073W,0.9842865,0.61945826,30.0,high_c
YER074W,0.92619467,0.4771205,16.0,mid
YER074W-A,0.9401548,0.2713825,1.0,mid
YER075C,0.8997563,0.40653107,6.0,mid
YER076C,0.7173983,0.20257816,0.0,mid
YER076W-A,0.7726018,0.47893825,10.0,mid
YER077C,0.8120386,0.23677273,0.0,mid
YER078C,0.91619456,0.20569582,0.0,mid
YER078W-A,0.43110275,0.5644045,20.0,mid
YER079C-A,0.5183393,0.45036298,5.0,mid
YER079W,0.9053064,0.37389266,7.0,mid
YER080W,0.8676963,0.18250231,0.0,mid
YER081W,0.88621646,0.66316146,25.0,mid
YER082C,0.94652754,0.32568347,2.0,mid
YER083C,0.8650534,0.19906385,0.0,mid
YER084W,0.25016093,0.38342938,4.0,low_c
YER084W-A,0.44313797,0.3232596,5.0,mid
YER085C,0.4513924,0.4006735,8.0,mid
YER086W,0.95393133,0.34777227,5.0,mid
YER087C-A,0.2521542,0.6749913,26.0,low_c
YER087C-B,0.7176802,0.2973956,2.0,mid
YER087W,0.9150907,0.22066423,0.0,mid
YER088C,0.8809004,0.3779343,2.0,mid
YER088C-A,0.6658934,0.57479924,23.0,mid
YER088W-B,0.632377,0.5875746,18.0,mid
YER089C,0.8778556,0.25838014,1.0,mid
YER090C-A,0.6319008,0.6328332,12.0,mid
YER090W,0.9802962,0.2516095,1.0,high_c
YER091C,0.954898,0.51630014,17.0,mid
YER091C-A,0.27158025,0.5056689,15.0,low_c
YER092W,0.5320617,0.24152918,0.0,mid
YER093C,0.5769206,0.21248433,0.0,mid
YER093C-A,0.50168097,0.24995224,0.0,mid
YER094C,0.92260337,0.21214485,0.0,mid
YER095W,0.9277896,0.41078892,4.0,mid
YER096W,0.7457385,0.3893158,10.0,mid
YER097W,0.5757173,0.4548625,10.0,mid
YER098W,0.374481,0.34252265,1.0,low_c
YER099C,0.68378085,0.39500254,2.0,mid
YER100W,0.87411827,0.124808155,0.0,mid
YER101C,0.81088465,0.20703533,0.0,mid
YER102W,0.87784225,0.42778006,19.0,mid
YER103W,0.7061648,0.6723681,28.0,mid
YER104W,0.65263736,0.29226255,2.0,mid
YER105C,0.8123781,0.22225462,0.0,mid
YER106W,0.83894724,0.32332665,4.0,mid
YER107C,0.90342486,0.19465737,1.0,mid
YER107W-A,0.5164002,0.35893607,5.0,mid
YER110C,0.8518714,0.37560987,6.0,mid
YER111C,0.6985261,0.31508106,1.0,mid
YER112W,0.84741104,0.256122,2.0,mid
YER113C,0.6406474,0.26598996,0.0,mid
YER114C,0.7875116,0.22131161,0.0,mid
YER115C,0.94782484,0.23622823,0.0,mid
YER116C,0.82365143,0.16759919,0.0,mid
YER117W,0.9425529,0.48749438,16.0,mid
YER118C,0.78628683,0.21676244,0.0,mid
YER119C,0.9060105,0.23203173,0.0,mid
YER119C-A,0.42498684,0.50537103,15.0,mid
YER120W,0.8769159,0.275914,1.0,mid
YER121W,0.5542442,0.53757626,17.0,mid
YER122C,0.950619,0.1637447,0.0,mid
YER123W,0.96993196,0.35715228,0.0,high_c
YER124C,0.9079495,0.35701367,4.0,mid
YER125W,0.5521294,0.24901886,0.0,mid
YER126C,0.9462203,0.36921993,4.0,mid
YER127W,0.5572346,0.3790321,6.0,mid
YER128W,0.79810524,0.22818202,0.0,mid
YER129W,0.6166485,0.31907865,0.0,mid
YER130C,0.8360001,0.34876963,6.0,mid
YER131W,0.82822186,0.43020213,19.0,mid
YER132C,0.6005594,0.3252252,1.0,mid
YER133W,0.8484639,0.14894748,0.0,mid
YER133W-A,0.5207904,0.32460162,5.0,mid
YER134C,0.6539581,0.18482219,0.0,mid
YER135C,0.40628737,0.383164,4.0,mid
YER136W,0.9677843,0.28136483,2.0,high_c
YER137C,0.7666244,0.28493297,2.0,mid
YER137W-A,0.5177429,0.371831,5.0,mid
YER138W-A,0.8572939,0.47994068,11.0,mid
YER139C,0.8511467,0.21165493,4.0,mid
YER140W,0.8341841,0.25695103,0.0,mid
YER141W,0.8916344,0.3165973,4.0,mid
YER142C,0.68448293,0.3366333,3.0,mid
YER143W,0.71607745,0.22522108,1.0,mid
YER144C,0.49562097,0.3333599,0.0,mid
