gene,cross_weight,iaa_mean_sens,iaa_breadth,c_group
YAL062W,0.77632654,0.50490296,12.0,mid
YAL063C,0.80047715,0.3420447,5.0,mid
YAL063C-A,0.80316895,0.3969185,5.0,mid
YAL064C-A,0.8192258,0.46715835,7.0,mid
YAL064W,0.88539916,0.35317734,2.0,mid
YAL064W-B,0.4171511,0.49835965,9.0,mid
YAL065C,0.72790766,0.38699967,7.0,mid
YAL066W,0.91759,0.1044318,1.0,mid
YAL067C,0.95392984,0.30313948,7.0,mid
YAL067W-A,0.66164285,0.023572722,2.0,mid
YAL068C,0.8731815,0.27268094,5.0,mid
YAL068W-A,0.91877896,0.0,0.0,mid
YAL069W,0.78433925,0.02361872,0.0,mid
YAR002C-A,0.92093873,0.24292119,3.0,mid
YAR002W,0.8532257,0.2027369,0.0,mid
YAR003W,0.7907526,0.22106317,1.0,mid
YAR007C,0.9101856,0.20924495,0.0,mid
YAR008W,0.63028544,0.39993736,6.0,mid
YAR014C,0.55988103,0.2776403,0.0,mid
YAR015W,0.8366916,0.27038088,3.0,mid
YAR018C,0.9385061,0.24877861,4.0,mid
YAR019C,0.90455073,0.34663552,1.0,mid
YAR019W-A,0.6114629,0.50879186,12.0,mid
YAR020C,0.73533636,0.7105054,33.0,mid
YAR023C,0.84637815,0.37098184,3.0,mid
YAR027W,0.855076,0.19563515,0.0,mid
YAR028W,0.7556554,0.18536493,0.0,mid
YAR029W,0.74026203,0.34770557,3.0,mid
YAR030C,0.5814319,0.37444195,6.0,mid
YAR031W,0.85424626,0.2777749,2.0,mid
YAR033W,0.5509014,0.24286178,5.0,mid
YAR035C-A,0.34826538,0.3065936,9.0,mid
YAR035W,0.742558,0.5476901,20.0,mid
YAR042W,0.8693554,0.18001503,0.0,mid
YAR047C,0.8555153,0.4099398,9.0,mid
YAR050W,0.46928215,0.40224516,6.0,mid
YAR053W,0.71921384,0.3920309,5.0,mid
YAR060C,0.6958274,0.0,0.0,mid
YAR064W,0.61252666,0.18225625,4.0,mid
YAR066W,0.855529,0.080160454,4.0,mid
YAR068W,0.6807182,0.20720011,5.0,mid
YAR069C,0.7356135,0.0,0.0,mid
YAR070C,0.8165945,0.65647966,35.0,mid
YAR071W,0.9521233,0.6246173,28.0,mid
YAR073W,0.9299868,0.18172206,0.0,mid
YAR075W,0.80440366,0.107304946,0.0,mid
YBL001C,0.83349204,0.36437032,4.0,mid
YBL002W,0.8540759,0.34393117,10.0,mid
YBL003C,0.8959571,0.48071262,20.0,mid
YBL004W,0.55101097,0.32892874,2.0,mid
YBL005W,0.825599,0.3458126,2.0,mid
YBL006C,0.80886626,0.24471562,0.0,mid
YBL006W-A,0.20569724,0.5523644,19.0,low_c
YBL007C,0.8328357,0.2292874,2.0,mid
YBL008W,0.8592437,0.25095975,0.0,mid
YBL008W-A,0.531116,0.3902727,9.0,mid
YBL009W,0.44958958,0.3413738,5.0,mid
YBL010C,0.8880008,0.21017152,0.0,mid
YBL011W,0.8868424,0.20120864,0.0,mid
YBL012C,0.5614571,0.36039734,6.0,mid
YBL013W,0.6172124,0.33043963,1.0,mid
YBL014C,0.75836855,0.2722659,0.0,mid
YBL015W,0.96770805,0.375778,3.0,high_c
YBL016W,0.7861321,0.45047715,16.0,mid
YBL017C,0.91111267,0.1967984,0.0,mid
YBL018C,0.9349395,0.36950108,4.0,mid
YBL019W,0.87974226,0.20917028,0.0,mid
YBL020W,0.8626344,0.16419293,0.0,mid
YBL021C,0.8021095,0.25907633,0.0,mid
YBL022C,0.8338944,0.20140699,1.0,mid
YBL023C,0.6917446,0.22142869,0.0,mid
YBL024W,0.8152155,0.2066534,1.0,mid
YBL025W,0.9256518,0.2656644,0.0,mid
YBL026W,0.90194017,0.30257097,2.0,mid
YBL027W,0.839663,0.40275547,16.0,mid
YBL028C,0.59973043,0.39319402,12.0,mid
YBL029C-A,0.8743465,0.23741047,2.0,mid
YBL029W,0.74305564,0.44886968,10.0,mid
YBL030C,0.9349888,0.24438271,2.0,mid
YBL031W,0.9062817,0.3025842,2.0,mid
YBL032W,0.90511405,0.27144346,4.0,mid
YBL033C,0.87699574,0.27035254,1.0,mid
YBL034C,0.75355774,0.28238612,0.0,mid
YBL035C,0.72326416,0.32727864,3.0,mid
YBL036C,0.75516117,0.17697208,1.0,mid
YBL037W,0.7509722,0.24968071,0.0,mid
YBL038W,0.7339183,0.21715327,0.0,mid
YBL039C,0.9561292,0.39260116,6.0,mid
YBL039C-A,0.8657789,0.0,0.0,mid
YBL039W-B,0.89908695,0.34130183,2.0,mid
YBL040C,0.9235017,0.22370443,1.0,mid
YBL041W,0.96065843,0.19869015,0.0,high_c
YBL042C,0.8408741,0.49377546,16.0,mid
YBL043W,0.8281387,0.5980391,19.0,mid
YBL044W,0.461795,0.47562018,11.0,mid
YBL045C,0.9807813,0.35791045,9.0,high_c
YBL046W,0.8961003,0.26182932,0.0,mid
YBL047C,0.71848816,0.24375404,0.0,mid
YBL048W,0.58748245,0.35802078,6.0,mid
YBL049W,0.8643654,0.59061027,27.0,mid
YBL050W,0.90936655,0.1873596,0.0,mid
YBL051C,0.9096826,0.19752917,0.0,mid
YBL052C,0.83473104,0.2233427,2.0,mid
YBL053W,0.4656734,0.39344475,6.0,mid
YBL054W,0.87826616,0.5643816,22.0,mid
YBL055C,0.5450259,0.21836607,0.0,mid
YBL056W,0.9648453,0.18084955,1.0,high_c
YBL057C,0.71178645,0.22701949,0.0,mid
YBL058W,0.91985524,0.19200103,1.0,mid
YBL059C-A,0.643354,0.28633583,0.0,mid
YBL059W,0.8038987,0.30165452,1.0,mid
YBL060W,0.76417226,0.29039544,0.0,mid
YBL061C,0.7176191,0.22305624,0.0,mid
YBL062W,0.4802853,0.339377,6.0,mid
YBL063W,0.92650545,0.33215043,1.0,mid
YBL064C,0.92556465,0.7165091,35.0,mid
YBL065W,0.2305532,0.40868542,8.0,low_c
YBL066C,0.57356906,0.44674963,6.0,mid
YBL067C,0.7940377,0.26542717,0.0,mid
YBL068W,0.83958495,0.25054216,0.0,mid
YBL068W-A,0.6941003,0.0,0.0,mid
YBL069W,0.9182125,0.1999546,0.0,mid
YBL070C,0.47674295,0.3347349,4.0,mid
YBL071C,0.5631527,0.4354717,8.0,mid
YBL071C-B,0.08977112,0.41936842,11.0,low_c
YBL071W-A,0.6061023,0.3768341,6.0,mid
YBL072C,0.9216386,0.4500513,16.0,mid
YBL073W,0.3540129,0.21077353,5.0,mid
YBL074C,0.84564173,0.38715723,1.0,mid
YBL075C,0.94110775,0.2773424,0.0,mid
YBL076C,0.9293418,0.2566344,0.0,mid
YBL077W,0.13112082,0.33377638,6.0,low_c
YBL078C,0.88098925,0.3999605,5.0,mid
YBL079W,0.7673303,0.20953858,1.0,mid
YBL080C,0.9371371,0.21014358,1.0,mid
YBL081W,0.28824934,0.43416733,6.0,low_c
YBL082C,0.8389853,0.3452288,3.0,mid
YBL083C,0.642826,0.004837148,0.0,mid
YBL084C,0.5372687,0.39356142,1.0,mid
YBL085W,0.8641827,0.2398826,0.0,mid
YBL086C,0.9028063,0.2344168,1.0,mid
YBL087C,0.9588083,0.331162,6.0,high_c
YBL088C,0.84227055,0.3246779,1.0,mid
YBL089W,0.8464823,0.25292253,0.0,mid
YBL090W,0.8220275,0.24828948,0.0,mid
YBL091C,0.97989136,0.20140551,0.0,high_c
YBL091C-A,0.7878223,0.34722173,3.0,mid
YBL092W,0.92253894,0.48958954,18.0,mid
YBL093C,0.8714356,0.23306455,3.0,mid
YBL094C,0.33026895,0.474232,9.0,low_c
YBL095W,0.84661436,0.1856989,0.0,mid
YBL096C,0.2714607,0.4317458,6.0,low_c
YBL097W,0.8838587,0.34339786,2.0,mid
YBL098W,0.45893767,0.25405923,3.0,mid
YBL099W,0.96191084,0.2674652,2.0,high_c
YBL100C,0.48708957,0.48954627,9.0,mid
YBL100W-C,0.5867967,0.6603004,22.0,mid
YBL101C,0.8306379,0.31809196,0.0,mid
YBL102W,0.9374106,0.18053398,0.0,mid
YBL103C,0.9602539,0.3073339,0.0,high_c
YBL104C,0.8808075,0.23333281,1.0,mid
YBL105C,0.9497749,0.23569268,0.0,mid
YBL106C,0.8897122,0.36901462,7.0,mid
YBL107C,0.86544174,0.22995165,0.0,mid
YBL107W-A,0.74432576,0.6534883,16.0,mid
YBL108C-A,0.8648267,0.5121511,15.0,mid
YBL108W,0.70728576,0.4941447,14.0,mid
YBL109W,0.37090543,0.44433397,9.0,mid
YBL111C,0.86565703,0.023911096,0.0,mid
YBL112C,0.8836278,0.0,0.0,mid
YBL113C,0.7017017,0.43252715,7.0,mid
YBL113W-A,0.7279002,0.44086087,5.0,mid
YBR001C,0.9359711,0.39171854,10.0,mid
YBR002C,0.8576713,0.22295944,1.0,mid
YBR003W,0.8745323,0.22744699,0.0,mid
YBR004C,0.8714413,0.24470419,0.0,mid
YBR005W,0.5619565,0.20834969,1.0,mid
YBR006W,0.8821121,0.3788003,7.0,mid
YBR007C,0.83206993,0.3125113,1.0,mid
YBR008C,0.81190586,0.95477647,38.0,mid
YBR009C,0.7809627,0.44466525,19.0,mid
YBR010W,0.84490126,0.6258122,24.0,mid
YBR011C,0.95677555,0.26032245,1.0,mid
YBR012C,0.87017554,0.60783756,21.0,mid
YBR013C,0.65283686,0.2190712,0.0,mid
YBR014C,0.9290583,0.29679203,0.0,mid
YBR015C,0.9416308,0.17569166,0.0,mid
YBR016W,0.70256644,0.3019192,0.0,mid
YBR017C,0.8612402,0.19194515,1.0,mid
YBR018C,0.9607677,0.41515777,6.0,high_c
YBR019C,0.82356876,0.3562759,7.0,mid
YBR020W,0.9770536,0.5597033,15.0,high_c
YBR021W,0.85630316,0.42001235,7.0,mid
YBR022W,0.7103423,0.25028643,0.0,mid
YBR023C,0.54667926,0.27224344,0.0,mid
YBR024W,0.9351427,0.22704782,1.0,mid
YBR025C,0.82345545,0.2527528,0.0,mid
YBR026C,0.9343736,0.24997911,4.0,mid
YBR027C,0.26180837,0.1386359,0.0,low_c
YBR028C,0.9427326,0.232401,1.0,mid
YBR029C,0.9368808,0.3121443,3.0,mid
YBR030W,0.903507,0.24424034,0.0,mid
YBR031W,0.92747676,0.28994504,2.0,mid
YBR032W,0.5242373,0.28632328,6.0,mid
YBR033W,0.93908495,0.3354889,4.0,mid
YBR034C,0.8532649,0.3796861,4.0,mid
YBR035C,0.90740275,0.30200726,3.0,mid
YBR036C,0.7457034,0.16643915,0.0,mid
YBR037C,0.84388787,0.2157366,2.0,mid
YBR038W,0.849035,0.2541251,2.0,mid
YBR039W,0.9108793,0.24705252,4.0,mid
YBR040W,0.73379105,0.32519236,9.0,mid
YBR041W,0.83415765,0.27884942,0.0,mid
YBR042C,0.6478555,0.18174547,0.0,mid
YBR043C,0.7449198,0.37496302,6.0,mid
YBR044C,0.9272385,0.2436046,0.0,mid
YBR045C,0.6170595,0.39250705,9.0,mid
YBR046C,0.84815735,0.5788202,26.0,mid
YBR047W,0.77723783,0.48952124,16.0,mid
YBR048W,0.90434086,0.29505965,4.0,mid
YBR049C,0.57678485,0.19759974,1.0,mid
YBR050C,0.90539503,0.44944853,10.0,mid
YBR051W,0.56087434,0.36169517,6.0,mid
YBR052C,0.94312495,0.36196813,5.0,mid
YBR053C,0.7876705,0.39412573,8.0,mid
YBR054W,0.8603786,1.2534833,61.0,mid
YBR055C,0.60512644,0.22180842,0.0,mid
YBR056C-B,0.26702788,0.42714062,6.0,low_c
YBR056W,0.9436379,0.42303425,8.0,mid
YBR056W-A,0.84366244,0.43695462,9.0,mid
YBR057C,0.539787,0.20247935,0.0,mid
YBR058C,0.8363198,0.17039905,1.0,mid
YBR058C-A,0.92962885,0.35530144,5.0,mid
YBR059C,0.7692312,0.20788127,0.0,mid
YBR060C,0.81721896,0.27086827,0.0,mid
YBR061C,0.93528694,0.2099953,0.0,mid
YBR062C,0.7901571,0.21388455,1.0,mid
YBR063C,0.7910813,0.29590547,1.0,mid
YBR064W,0.46153554,0.27640125,6.0,mid
YBR065C,0.72233826,0.22866377,2.0,mid
YBR066C,0.88204485,0.49614665,14.0,mid
YBR067C,0.96928555,0.7677492,40.0,high_c
YBR068C,0.76394004,0.37298226,8.0,mid
YBR069C,0.8324017,0.29387948,2.0,mid
YBR070C,0.66913426,0.36292452,6.0,mid
YBR071W,0.78063923,0.3153837,3.0,mid
YBR072C-A,0.6538893,0.569613,26.0,mid
YBR072W,0.90357757,1.0896239,61.0,mid
YBR073W,0.8775126,0.25076395,4.0,mid
YBR074W,0.8701426,0.182253,0.0,mid
YBR076C-A,0.31519315,0.28699994,3.0,low_c
YBR076W,0.9528918,0.27976552,2.0,mid
YBR077C,0.54893374,0.23284888,0.0,mid
YBR078W,0.86510515,0.25323752,1.0,mid
YBR079C,0.85865706,0.19638918,1.0,mid
YBR080C,0.95328677,0.25657967,1.0,mid
YBR081C,0.76610726,0.22931941,1.0,mid
YBR082C,0.7778001,0.31330812,1.0,mid
YBR083W,0.82269114,0.6910155,29.0,mid
YBR084C-A,0.8137435,0.37803364,12.0,mid
YBR084W,0.6511934,0.26214278,2.0,mid
YBR085C-A,0.9232994,0.6095174,23.0,mid
YBR085W,0.8751723,0.59095424,20.0,mid
YBR086C,0.39744976,0.21030849,0.0,mid
YBR087W,0.7053295,0.30699196,2.0,mid
YBR088C,0.68896073,0.508291,12.0,mid
YBR089C-A,0.86385435,0.48994917,13.0,mid
YBR089W,0.44702107,0.3437463,5.0,mid
YBR090C,0.2164421,0.5181353,20.0,low_c
YBR091C,0.48407996,0.34495082,4.0,mid
YBR092C,0.9747897,0.4108011,13.0,high_c
YBR093C,0.8549977,0.5883861,22.0,mid
YBR094W,0.83279604,0.15958956,0.0,mid
YBR095C,0.9145661,0.20631531,0.0,mid
YBR096W,0.88183564,0.3265418,2.0,mid
YBR097W,0.8790551,0.25365037,0.0,mid
YBR098W,0.57669264,0.34107444,1.0,mid
YBR099C,0.5063504,0.43198445,7.0,mid
YBR101C,0.7469115,0.40965366,9.0,mid
YBR102C,0.68329304,0.2515423,0.0,mid
YBR103C-A,0.1552453,0.54093796,14.0,low_c
YBR103W,0.9593743,0.24190037,0.0,high_c
YBR104W,0.73856044,0.3591113,3.0,mid
YBR105C,0.64775956,0.38338977,6.0,mid
YBR106W,0.8922393,0.2470933,1.0,mid
YBR107C,0.84103364,0.19444066,1.0,mid
YBR108W,0.3374263,0.22924805,0.0,mid
YBR109C,0.79426533,0.353507,1.0,mid
YBR109W-A,0.18473315,0.74390894,36.0,low_c
YBR110W,0.8862473,0.25532046,2.0,mid
YBR111C,0.9460073,0.39182135,7.0,mid
YBR111W-A,0.76395875,0.26411772,0.0,mid
YBR112C,0.8538319,0.30315998,1.0,mid
YBR113W,0.33702952,0.45577234,8.0,mid
YBR114W,0.66662955,0.29761118,3.0,mid
YBR115C,0.7605839,0.0,0.0,mid
YBR116C,0.7008946,0.1380569,0.0,mid
YBR117C,0.93937284,0.4316325,11.0,mid
YBR118W,0.9846096,0.2625672,1.0,high_c
YBR119W,0.7292207,0.21808718,0.0,mid
YBR120C,0.9440206,0.30602086,0.0,mid
YBR121C,0.8785886,0.23268284,0.0,mid
YBR121C-A,0.8714861,0.0,0.0,mid
YBR122C,0.9109594,0.1994971,1.0,mid
YBR123C,0.80471236,0.24807931,1.0,mid
YBR124W,0.29438385,0.32821566,5.0,low_c
YBR125C,0.80657387,0.17856278,0.0,mid
YBR126C,0.9712678,0.45564103,11.0,high_c
YBR126W-A,0.21581362,0.6572935,26.0,low_c
YBR126W-B,0.10192166,0.49079844,6.0,low_c
YBR127C,0.9815497,0.14588702,0.0,high_c
YBR128C,0.8498792,0.31009406,2.0,mid
YBR129C,0.6137745,0.23303606,2.0,mid
YBR130C,0.7348883,0.21710654,1.0,mid
YBR131C-A,0.60240287,0.31649345,10.0,mid
YBR131W,0.83957577,0.2684001,0.0,mid
YBR132C,0.92451537,0.43635103,10.0,mid
YBR133C,0.7417162,0.26154152,1.0,mid
YBR134W,0.2258437,0.39816257,4.0,low_c
YBR135W,0.86181533,0.23989908,4.0,mid
YBR136W,0.9425396,0.2388093,0.0,mid
YBR137W,0.80342215,0.30683193,1.0,mid
YBR138C,0.96919894,0.27978745,3.0,high_c
YBR139W,0.9580002,0.3688042,5.0,mid
YBR140C,0.8059336,0.25940192,0.0,mid
YBR141C,0.8067758,0.35169178,3.0,mid
YBR141W-A,0.7625676,0.3734869,2.0,mid
YBR142W,0.76246786,0.3931841,3.0,mid
YBR143C,0.9760634,0.28520826,2.0,high_c
YBR144C,0.22357078,0.37711415,5.0,low_c
YBR145W,0.9628963,0.629806,31.0,high_c
YBR146W,0.826597,0.13459365,1.0,mid
YBR147W,0.77295256,0.7942066,34.0,mid
YBR148W,0.84532094,0.29885024,3.0,mid
YBR149W,0.8814538,0.39865577,9.0,mid
YBR150C,0.24888788,0.33607125,3.0,low_c
YBR151W,0.92486054,0.21456164,0.0,mid
YBR152W,0.7061435,0.31456146,0.0,mid
YBR153W,0.8446187,0.28670046,0.0,mid
YBR154C,0.8658849,0.22334974,1.0,mid
YBR155W,0.7431775,0.34834903,6.0,mid
YBR156C,0.90723157,0.32364568,2.0,mid
YBR157C,0.90654176,0.45847952,13.0,mid
YBR158W,0.9131549,0.42857885,2.0,mid
YBR159W,0.8118777,0.2858318,0.0,mid
YBR160W,0.88205624,0.19394729,0.0,mid
YBR161W,0.73988944,0.31891048,1.0,mid
YBR162C,0.95665115,0.2655209,4.0,mid
YBR162W-A,0.65956086,0.3645248,6.0,mid
YBR163W,0.8259489,0.2847589,3.0,mid
YBR164C,0.9217024,0.21075474,1.0,mid
YBR165W,0.8351707,0.30068773,1.0,mid
YBR166C,0.8203981,0.22212268,0.0,mid
YBR167C,0.810539,0.26571667,0.0,mid
YBR168W,0.8969146,0.2657012,0.0,mid
YBR169C,0.68337065,0.5712807,26.0,mid
YBR170C,0.93482673,0.18324953,0.0,mid
YBR171W,0.9334071,0.26912344,1.0,mid
YBR172C,0.70685655,0.3604222,1.0,mid
YBR173C,0.85987633,0.1753992,1.0,mid
YBR174C,0.25051543,0.5198994,11.0,low_c
YBR175W,0.82873476,0.24343763,2.0,mid
YBR176W,0.8218065,0.1834776,0.0,mid
YBR177C,0.96584296,0.24510697,3.0,high_c
YBR178W,0.5228541,0.3903688,5.0,mid
YBR179C,0.7390199,0.21176599,0.0,mid
YBR180W,0.94997436,0.28455502,6.0,mid
YBR181C,0.8507705,0.33373106,13.0,mid
YBR182C,0.88475984,0.32749423,3.0,mid
YBR182C-A,0.6770866,0.44294333,17.0,mid
YBR183W,0.5851449,0.5511165,27.0,mid
YBR184W,0.85345876,0.33211184,5.0,mid
YBR185C,0.88599205,0.28239536,0.0,mid
YBR186W,0.80787545,0.38304755,12.0,mid
YBR187W,0.92389125,0.30944315,0.0,mid
YBR188C,0.8871679,0.21559177,3.0,mid
YBR189W,0.8322941,0.34961784,9.0,mid
YBR190W,0.30130112,0.49604177,14.0,low_c
YBR191W,0.80220073,0.3863179,6.0,mid
YBR191W-A,0.49894246,0.6234525,11.0,mid
YBR192W,0.71734464,0.22224367,0.0,mid
YBR193C,0.89524513,0.29104427,0.0,mid
YBR194W,0.849942,0.20140126,0.0,mid
YBR195C,0.84257734,0.24897665,0.0,mid
YBR196C,0.9785872,0.29104474,2.0,high_c
YBR196C-A,0.09423499,0.4880334,14.0,low_c
YBR196C-B,0.5332086,0.48180416,13.0,mid
YBR197C,0.4642628,0.23188156,0.0,mid
YBR198C,0.739843,0.20445381,0.0,mid
YBR199W,0.9297502,0.19025442,0.0,mid
YBR200W,0.9600718,0.14985134,0.0,high_c
YBR200W-A,0.62894285,0.15580039,6.0,mid
YBR201C-A,0.69657004,0.35172814,7.0,mid
YBR201W,0.9334511,0.27146515,4.0,mid
YBR202W,0.63683605,0.23344421,0.0,mid
YBR203W,0.73576987,0.61806303,30.0,mid
YBR204C,0.7611844,0.24930659,1.0,mid
YBR205W,0.8260917,0.18437046,0.0,mid
YBR206W,0.44131008,0.43397504,12.0,mid
YBR207W,0.85784316,0.5126261,16.0,mid
YBR208C,0.8467922,0.6376481,30.0,mid
YBR209W,0.36505458,0.42989552,4.0,mid
YBR210W,0.694081,0.2698563,1.0,mid
YBR211C,0.78718907,0.18817273,0.0,mid
YBR212W,0.58054405,0.30275607,0.0,mid
YBR213W,0.88047266,0.28048977,3.0,mid
YBR214W,0.9819456,0.5107149,14.0,high_c
YBR215W,0.8157171,0.24033779,0.0,mid
YBR216C,0.8745655,0.24596094,0.0,mid
YBR217W,0.8450695,0.23176484,0.0,mid
YBR218C,0.8860156,0.3968713,16.0,mid
YBR219C,0.5183663,0.3842222,8.0,mid
YBR220C,0.8998822,0.18359187,0.0,mid
YBR221C,0.891975,0.28904906,5.0,mid
YBR221W-A,0.13983336,0.64450216,15.0,low_c
YBR222C,0.9441782,0.19853741,2.0,mid
YBR223C,0.85415304,0.25222734,0.0,mid
YBR223W-A,0.35627392,0.1886815,5.0,mid
YBR224W,0.3536493,0.34504002,5.0,mid
YBR225W,0.88380903,0.37514478,4.0,mid
YBR226C,0.68024915,0.25998,4.0,mid
YBR227C,0.9559434,0.16073313,0.0,mid
YBR228W,0.61630404,0.1434292,0.0,mid
YBR229C,0.75325286,0.22959547,0.0,mid
YBR230C,0.89773047,0.5619938,22.0,mid
YBR230W-A,0.7625967,0.5608638,19.0,mid
YBR231C,0.90290034,0.27140146,0.0,mid
YBR232C,0.37544835,0.3997169,4.0,mid
YBR233W,0.921769,0.20409264,0.0,mid
YBR233W-A,0.7322131,0.3583165,2.0,mid
YBR234C,0.8093691,0.23124342,0.0,mid
YBR235W,0.7252135,0.21312171,0.0,mid
YBR236C,0.95189035,0.1858018,3.0,mid
YBR237W,0.8553162,0.25184005,0.0,mid
YBR238C,0.83147836,0.34537926,5.0,mid
YBR239C,0.93841594,0.32777652,2.0,mid
YBR240C,0.6835682,0.6735919,19.0,mid
YBR241C,0.9441363,0.4640671,14.0,mid
YBR242W,0.8820359,0.26212877,5.0,mid
YBR243C,0.8681114,0.18568975,0.0,mid
YBR244W,0.896493,1.2610935,78.0,mid
YBR245C,0.6937909,0.20328537,0.0,mid
YBR246W,0.6696425,0.2030247,0.0,mid
YBR247C,0.9647988,0.38004377,8.0,high_c
YBR248C,0.9557035,0.46322113,11.0,mid
YBR249C,0.9484951,0.5136405,21.0,mid
YBR250W,0.92693406,0.35018665,2.0,mid
YBR251W,0.83461004,0.14333391,0.0,mid
YBR252W,0.815435,0.32834268,3.0,mid
YBR253W,0.88992995,0.2503839,1.0,mid
YBR254C,0.7698591,0.26177263,1.0,mid
YBR255C-A,0.6289106,0.18415383,1.0,mid
YBR255W,0.4432751,0.22495027,0.0,mid
YBR256C,0.8361089,0.3494123,5.0,mid
YBR257W,0.8317142,0.2676974,1.0,mid
YBR258C,0.74400544,0.30292815,0.0,mid
YBR259W,0.7697138,0.25108343,0.0,mid
YBR260C,0.7875258,0.2311034,0.0,mid
YBR261C,0.7859192,0.1651288,0.0,mid
YBR262C,0.6928064,0.33730054,1.0,mid
YBR263W,0.96161497,0.22362524,2.0,high_c
YBR264C,0.8679659,0.22053279,0.0,mid
YBR265W,0.912024,0.14187536,0.0,mid
YBR266C,0.45348802,0.46552995,7.0,mid
YBR267W,0.5246882,0.41599056,11.0,mid
YBR268W,0.67185056,0.33340216,0.0,mid
YBR269C,0.7059614,0.2710816,0.0,mid
YBR270C,0.9132177,0.24368514,0.0,mid
YBR271W,0.8796111,0.32398623,6.0,mid
YBR272C,0.8357475,0.23944429,0.0,mid
YBR273C,0.8350582,0.16015644,0.0,mid
YBR274W,0.8823696,0.20985882,0.0,mid
YBR275C,0.45548555,0.22372471,0.0,mid
YBR276C,0.8040208,0.20408943,0.0,mid
YBR277C,0.19053918,0.44124568,6.0,low_c
YBR278W,0.88627213,0.16303189,0.0,mid
YBR279W,0.94478023,0.1559599,0.0,mid
YBR280C,0.78939575,0.35193235,6.0,mid
YBR281C,0.92061347,0.24987088,1.0,mid
YBR282W,0.81996065,0.2632604,1.0,mid
YBR283C,0.9563036,0.2141863,2.0,mid
